hs8,tariff_rate,effective_date,list_id
32074050,10%,2018-09-24,List 3
32081000,10%,2018-09-24,List 3
32082000,10%,2018-09-24,List 3
32089000,10%,2018-09-24,List 3
32091000,10%,2018-09-24,List 3
32099000,10%,2018-09-24,List 3
32100000,10%,2018-09-24,List 3
32110000,10%,2018-09-24,List 3
32121000,10%,2018-09-24,List 3
32129000,10%,2018-09-24,List 3
32131000,10%,2018-09-24,List 3
32139000,10%,2018-09-24,List 3
32141000,10%,2018-09-24,List 3
32149010,10%,2018-09-24,List 3
32149050,10%,2018-09-24,List 3
32151110,10%,2018-09-24,List 3
32151130,10%,2018-09-24,List 3
32151190,10%,2018-09-24,List 3
32151910,10%,2018-09-24,List 3
32151930,10%,2018-09-24,List 3
32151990,10%,2018-09-24,List 3
32159010,10%,2018-09-24,List 3
32159050,10%,2018-09-24,List 3
33011300,10%,2018-09-24,List 3
33029010,10%,2018-09-24,List 3
33029020,10%,2018-09-24,List 3
33030010,10%,2018-09-24,List 3
33030020,10%,2018-09-24,List 3
33030030,10%,2018-09-24,List 3
33041000,10%,2018-09-24,List 3
33042000,10%,2018-09-24,List 3
33043000,10%,2018-09-24,List 3
33049100,10%,2018-09-24,List 3
33049910,10%,2018-09-24,List 3
33049950,10%,2018-09-24,List 3
33051000,10%,2018-09-24,List 3
33052000,10%,2018-09-24,List 3
33053000,10%,2018-09-24,List 3
33059000,10%,2018-09-24,List 3
33069000,10%,2018-09-24,List 3
33071010,10%,2018-09-24,List 3
33071020,10%,2018-09-24,List 3
33072000,10%,2018-09-24,List 3
33073010,10%,2018-09-24,List 3
33073050,10%,2018-09-24,List 3
33074100,10%,2018-09-24,List 3
33074900,10%,2018-09-24,List 3
33079000,10%,2018-09-24,List 3
34011110,10%,2018-09-24,List 3
34011150,10%,2018-09-24,List 3
34012000,10%,2018-09-24,List 3
34013010,10%,2018-09-24,List 3
34013050,10%,2018-09-24,List 3
34021120,10%,2018-09-24,List 3
34021140,10%,2018-09-24,List 3
34021150,10%,2018-09-24,List 3
34021210,10%,2018-09-24,List 3
34021250,10%,2018-09-24,List 3
34021310,10%,2018-09-24,List 3
34021320,10%,2018-09-24,List 3
34021350,10%,2018-09-24,List 3
34021910,10%,2018-09-24,List 3
34021950,10%,2018-09-24,List 3
34022011,10%,2018-09-24,List 3
34022051,10%,2018-09-24,List 3
34029010,10%,2018-09-24,List 3
34029030,10%,2018-09-24,List 3
34029050,10%,2018-09-24,List 3
34031120,10%,2018-09-24,List 3
34031140,10%,2018-09-24,List 3
34031150,10%,2018-09-24,List 3
34039110,10%,2018-09-24,List 3
34039150,10%,2018-09-24,List 3
34042000,10%,2018-09-24,List 3
34049010,10%,2018-09-24,List 3
34049051,10%,2018-09-24,List 3
34051000,10%,2018-09-24,List 3
34052000,10%,2018-09-24,List 3
34053000,10%,2018-09-24,List 3
34054000,10%,2018-09-24,List 3
34059000,10%,2018-09-24,List 3
35021100,10%,2018-09-24,List 3
35029000,10%,2018-09-24,List 3
35061010,10%,2018-09-24,List 3
35061050,10%,2018-09-24,List 3
35069110,10%,2018-09-24,List 3
35069150,10%,2018-09-24,List 3
35069900,10%,2018-09-24,List 3
35071000,10%,2018-09-24,List 3
35079020,10%,2018-09-24,List 3
35079070,10%,2018-09-24,List 3
36061000,10%,2018-09-24,List 3
37011000,10%,2018-09-24,List 3
37012000,10%,2018-09-24,List 3
37013000,10%,2018-09-24,List 3
37019100,10%,2018-09-24,List 3
37019930,10%,2018-09-24,List 3
37019960,10%,2018-09-24,List 3
37021000,10%,2018-09-24,List 3
37023101,10%,2018-09-24,List 3
37023201,10%,2018-09-24,List 3
37023901,10%,2018-09-24,List 3
37024101,10%,2018-09-24,List 3
37024201,10%,2018-09-24,List 3
37024301,10%,2018-09-24,List 3
37024401,10%,2018-09-24,List 3
37025201,10%,2018-09-24,List 3
37025300,10%,2018-09-24,List 3
37025400,10%,2018-09-24,List 3
37025500,10%,2018-09-24,List 3
37025600,10%,2018-09-24,List 3
37029600,10%,2018-09-24,List 3
37029700,10%,2018-09-24,List 3
37029800,10%,2018-09-24,List 3
37031030,10%,2018-09-24,List 3
37031060,10%,2018-09-24,List 3
37032030,10%,2018-09-24,List 3
37032060,10%,2018-09-24,List 3
37039030,10%,2018-09-24,List 3
37039060,10%,2018-09-24,List 3
37040000,10%,2018-09-24,List 3
37050000,10%,2018-09-24,List 3
37061030,10%,2018-09-24,List 3
37061060,10%,2018-09-24,List 3
37069000,10%,2018-09-24,List 3
37071000,10%,2018-09-24,List 3
37079031,10%,2018-09-24,List 3
37079032,10%,2018-09-24,List 3
37079060,10%,2018-09-24,List 3
38011010,10%,2018-09-24,List 3
38011050,10%,2018-09-24,List 3
38012000,10%,2018-09-24,List 3
38013000,10%,2018-09-24,List 3
38019000,10%,2018-09-24,List 3
38021000,10%,2018-09-24,List 3
38029010,10%,2018-09-24,List 3
38029020,10%,2018-09-24,List 3
38029050,10%,2018-09-24,List 3
38030000,10%,2018-09-24,List 3
38040010,10%,2018-09-24,List 3
38040050,10%,2018-09-24,List 3
38051000,10%,2018-09-24,List 3
38059010,10%,2018-09-24,List 3
38059050,10%,2018-09-24,List 3
38061000,10%,2018-09-24,List 3
38062000,10%,2018-09-24,List 3
38063000,10%,2018-09-24,List 3
38069000,10%,2018-09-24,List 3
38070000,10%,2018-09-24,List 3
38085940,10%,2018-09-24,List 3
38086110,10%,2018-09-24,List 3
38086210,10%,2018-09-24,List 3
38086250,10%,2018-09-24,List 3
38086910,10%,2018-09-24,List 3
38086950,10%,2018-09-24,List 3
38089110,10%,2018-09-24,List 3
38089115,10%,2018-09-24,List 3
38089125,10%,2018-09-24,List 3
38089130,10%,2018-09-24,List 3
38089150,10%,2018-09-24,List 3
38089205,10%,2018-09-24,List 3
38089215,10%,2018-09-24,List 3
38089224,10%,2018-09-24,List 3
38089228,10%,2018-09-24,List 3
38089230,10%,2018-09-24,List 3
38089250,10%,2018-09-24,List 3
38089305,10%,2018-09-24,List 3
38089315,10%,2018-09-24,List 3
38089320,10%,2018-09-24,List 3
38089350,10%,2018-09-24,List 3
38089410,10%,2018-09-24,List 3
38089450,10%,2018-09-24,List 3
38089904,10%,2018-09-24,List 3
38089908,10%,2018-09-24,List 3
38089930,10%,2018-09-24,List 3
38089970,10%,2018-09-24,List 3
38089995,10%,2018-09-24,List 3
38099100,10%,2018-09-24,List 3
38099210,10%,2018-09-24,List 3
38099250,10%,2018-09-24,List 3
38099310,10%,2018-09-24,List 3
38099350,10%,2018-09-24,List 3
38101000,10%,2018-09-24,List 3
38109010,10%,2018-09-24,List 3
38109020,10%,2018-09-24,List 3
38109050,10%,2018-09-24,List 3
38111110,10%,2018-09-24,List 3
38111150,10%,2018-09-24,List 3
38111900,10%,2018-09-24,List 3
38119000,10%,2018-09-24,List 3
38121010,10%,2018-09-24,List 3
38121050,10%,2018-09-24,List 3
38122010,10%,2018-09-24,List 3
38122050,10%,2018-09-24,List 3
38123100,10%,2018-09-24,List 3
38123920,10%,2018-09-24,List 3
38123930,10%,2018-09-24,List 3
38123960,10%,2018-09-24,List 3
38123970,10%,2018-09-24,List 3
38123990,10%,2018-09-24,List 3
38130010,10%,2018-09-24,List 3
38130050,10%,2018-09-24,List 3
38140010,10%,2018-09-24,List 3
38140020,10%,2018-09-24,List 3
38140050,10%,2018-09-24,List 3
38151100,10%,2018-09-24,List 3
38151200,10%,2018-09-24,List 3
38151900,10%,2018-09-24,List 3
38159010,10%,2018-09-24,List 3
38159020,10%,2018-09-24,List 3
38159030,10%,2018-09-24,List 3
38159050,10%,2018-09-24,List 3
38160000,10%,2018-09-24,List 3
38170010,10%,2018-09-24,List 3
38170015,10%,2018-09-24,List 3
38170020,10%,2018-09-24,List 3
38180000,10%,2018-09-24,List 3
38190000,10%,2018-09-24,List 3
38241000,10%,2018-09-24,List 3
38243000,10%,2018-09-24,List 3
38244010,10%,2018-09-24,List 3
38244020,10%,2018-09-24,List 3
38244050,10%,2018-09-24,List 3
38245000,10%,2018-09-24,List 3
38247101,10%,2018-09-24,List 3
38247200,10%,2018-09-24,List 3
38247300,10%,2018-09-24,List 3
38247400,10%,2018-09-24,List 3
38247500,10%,2018-09-24,List 3
38247600,10%,2018-09-24,List 3
38247700,10%,2018-09-24,List 3
38247800,10%,2018-09-24,List 3
38247910,10%,2018-09-24,List 3
38247990,10%,2018-09-24,List 3
38248100,10%,2018-09-24,List 3
38248210,10%,2018-09-24,List 3
38248290,10%,2018-09-24,List 3
38248300,10%,2018-09-24,List 3
38248400,10%,2018-09-24,List 3
38248500,10%,2018-09-24,List 3
38248600,10%,2018-09-24,List 3
38248700,10%,2018-09-24,List 3
38248800,10%,2018-09-24,List 3
38249100,10%,2018-09-24,List 3
38249911,10%,2018-09-24,List 3
38249919,10%,2018-09-24,List 3
38249921,10%,2018-09-24,List 3
38249925,10%,2018-09-24,List 3
38249926,10%,2018-09-24,List 3
38249928,10%,2018-09-24,List 3
38249931,10%,2018-09-24,List 3
38249932,10%,2018-09-24,List 3
38249933,10%,2018-09-24,List 3
38249934,10%,2018-09-24,List 3
38249935,10%,2018-09-24,List 3
38249939,10%,2018-09-24,List 3
38249941,10%,2018-09-24,List 3
38249948,10%,2018-09-24,List 3
38249950,10%,2018-09-24,List 3
38249955,10%,2018-09-24,List 3
38249970,10%,2018-09-24,List 3
38249975,10%,2018-09-24,List 3
38249992,10%,2018-09-24,List 3
38254100,10%,2018-09-24,List 3
38254900,10%,2018-09-24,List 3
38255000,10%,2018-09-24,List 3
38256100,10%,2018-09-24,List 3
38256900,10%,2018-09-24,List 3
38259000,10%,2018-09-24,List 3
38260010,10%,2018-09-24,List 3
38260030,10%,2018-09-24,List 3
39014000,10%,2018-09-24,List 3
39059930,10%,2018-09-24,List 3
39093100,10%,2018-09-24,List 3
39093900,10%,2018-09-24,List 3
39121100,10%,2018-09-24,List 3
39123100,10%,2018-09-24,List 3
39139020,10%,2018-09-24,List 3
39151000,10%,2018-09-24,List 3
39152000,10%,2018-09-24,List 3
39153000,10%,2018-09-24,List 3
39159000,10%,2018-09-24,List 3
39169020,10%,2018-09-24,List 3
39171010,10%,2018-09-24,List 3
39171060,10%,2018-09-24,List 3
39171090,10%,2018-09-24,List 3
39173300,10%,2018-09-24,List 3
39173900,10%,2018-09-24,List 3
39181010,10%,2018-09-24,List 3
39181020,10%,2018-09-24,List 3
39181031,10%,2018-09-24,List 3
39181032,10%,2018-09-24,List 3
39181040,10%,2018-09-24,List 3
39181050,10%,2018-09-24,List 3
39189010,10%,2018-09-24,List 3
39189020,10%,2018-09-24,List 3
39189030,10%,2018-09-24,List 3
39189050,10%,2018-09-24,List 3
39229000,10%,2018-09-24,List 3
39231020,10%,2018-09-24,List 3
39231090,10%,2018-09-24,List 3
39232100,10%,2018-09-24,List 3
39232900,10%,2018-09-24,List 3
39233000,10%,2018-09-24,List 3
39234000,10%,2018-09-24,List 3
39235000,10%,2018-09-24,List 3
39239000,10%,2018-09-24,List 3
39251000,10%,2018-09-24,List 3
39259000,10%,2018-09-24,List 3
39262020,10%,2018-09-24,List 3
39262030,10%,2018-09-24,List 3
39262060,10%,2018-09-24,List 3
39262090,10%,2018-09-24,List 3
39269030,10%,2018-09-24,List 3
39269045,10%,2018-09-24,List 3
39269055,10%,2018-09-24,List 3
39269056,10%,2018-09-24,List 3
39269057,10%,2018-09-24,List 3
39269059,10%,2018-09-24,List 3
39269060,10%,2018-09-24,List 3
39269083,10%,2018-09-24,List 3
39269087,10%,2018-09-24,List 3
39269094,10%,2018-09-24,List 3
39269096,10%,2018-09-24,List 3
40011000,10%,2018-09-24,List 3
40012100,10%,2018-09-24,List 3
40012200,10%,2018-09-24,List 3
40012900,10%,2018-09-24,List 3
40013000,10%,2018-09-24,List 3
40021100,10%,2018-09-24,List 3
40021900,10%,2018-09-24,List 3
40022000,10%,2018-09-24,List 3
40023100,10%,2018-09-24,List 3
40023900,10%,2018-09-24,List 3
40024100,10%,2018-09-24,List 3
40024900,10%,2018-09-24,List 3
40025100,10%,2018-09-24,List 3
40025900,10%,2018-09-24,List 3
40026000,10%,2018-09-24,List 3
40027000,10%,2018-09-24,List 3
40028000,10%,2018-09-24,List 3
40029100,10%,2018-09-24,List 3
40029900,10%,2018-09-24,List 3
40030000,10%,2018-09-24,List 3
40040000,10%,2018-09-24,List 3
40051000,10%,2018-09-24,List 3
40052000,10%,2018-09-24,List 3
40059100,10%,2018-09-24,List 3
40059900,10%,2018-09-24,List 3
40069010,10%,2018-09-24,List 3
40069050,10%,2018-09-24,List 3
40070000,10%,2018-09-24,List 3
40081110,10%,2018-09-24,List 3
40081150,10%,2018-09-24,List 3
40081920,10%,2018-09-24,List 3
40081940,10%,2018-09-24,List 3
40081960,10%,2018-09-24,List 3
40081980,10%,2018-09-24,List 3
40082100,10%,2018-09-24,List 3
40082920,10%,2018-09-24,List 3
40082940,10%,2018-09-24,List 3
40091100,10%,2018-09-24,List 3
40092100,10%,2018-09-24,List 3
40092200,10%,2018-09-24,List 3
40093100,10%,2018-09-24,List 3
40093200,10%,2018-09-24,List 3
40094100,10%,2018-09-24,List 3
40101210,10%,2018-09-24,List 3
40101250,10%,2018-09-24,List 3
40101255,10%,2018-09-24,List 3
40101290,10%,2018-09-24,List 3
40101910,10%,2018-09-24,List 3
40101950,10%,2018-09-24,List 3
40101955,10%,2018-09-24,List 3
40101980,10%,2018-09-24,List 3
40101991,10%,2018-09-24,List 3
40103130,10%,2018-09-24,List 3
40103160,10%,2018-09-24,List 3
40103230,10%,2018-09-24,List 3
40103260,10%,2018-09-24,List 3
40103330,10%,2018-09-24,List 3
40103360,10%,2018-09-24,List 3
40103430,10%,2018-09-24,List 3
40103460,10%,2018-09-24,List 3
40103530,10%,2018-09-24,List 3
40103541,10%,2018-09-24,List 3
40103545,10%,2018-09-24,List 3
40103550,10%,2018-09-24,List 3
40103590,10%,2018-09-24,List 3
40103630,10%,2018-09-24,List 3
40103641,10%,2018-09-24,List 3
40103645,10%,2018-09-24,List 3
40103650,10%,2018-09-24,List 3
40103690,10%,2018-09-24,List 3
40103910,10%,2018-09-24,List 3
40103920,10%,2018-09-24,List 3
40103930,10%,2018-09-24,List 3
40103941,10%,2018-09-24,List 3
40103945,10%,2018-09-24,List 3
40103950,10%,2018-09-24,List 3
40103990,10%,2018-09-24,List 3
40111010,10%,2018-09-24,List 3
40111050,10%,2018-09-24,List 3
40112010,10%,2018-09-24,List 3
40112050,10%,2018-09-24,List 3
40114000,10%,2018-09-24,List 3
40115000,10%,2018-09-24,List 3
40117000,10%,2018-09-24,List 3
40118010,10%,2018-09-24,List 3
40118020,10%,2018-09-24,List 3
40118080,10%,2018-09-24,List 3
40119010,10%,2018-09-24,List 3
40119020,10%,2018-09-24,List 3
40119080,10%,2018-09-24,List 3
40121140,10%,2018-09-24,List 3
40121180,10%,2018-09-24,List 3
40121240,10%,2018-09-24,List 3
40121280,10%,2018-09-24,List 3
40121920,10%,2018-09-24,List 3
40121940,10%,2018-09-24,List 3
40122010,10%,2018-09-24,List 3
40122015,10%,2018-09-24,List 3
40122045,10%,2018-09-24,List 3
40122060,10%,2018-09-24,List 3
40122080,10%,2018-09-24,List 3
40129010,10%,2018-09-24,List 3
40129030,10%,2018-09-24,List 3
40129045,10%,2018-09-24,List 3
40129070,10%,2018-09-24,List 3
40129090,10%,2018-09-24,List 3
40131000,10%,2018-09-24,List 3
40132000,10%,2018-09-24,List 3
40139010,10%,2018-09-24,List 3
40139050,10%,2018-09-24,List 3
40151910,10%,2018-09-24,List 3
40151950,10%,2018-09-24,List 3
40159000,10%,2018-09-24,List 3
40161000,10%,2018-09-24,List 3
40169100,10%,2018-09-24,List 3
40169310,10%,2018-09-24,List 3
40169350,10%,2018-09-24,List 3
40169400,10%,2018-09-24,List 3
40169903,10%,2018-09-24,List 3
40169930,10%,2018-09-24,List 3
40169935,10%,2018-09-24,List 3
40169955,10%,2018-09-24,List 3
40169960,10%,2018-09-24,List 3
40170000,10%,2018-09-24,List 3
41041110,10%,2018-09-24,List 3
41041120,10%,2018-09-24,List 3
41041130,10%,2018-09-24,List 3
41041140,10%,2018-09-24,List 3
41041150,10%,2018-09-24,List 3
41041910,10%,2018-09-24,List 3
41041920,10%,2018-09-24,List 3
41041930,10%,2018-09-24,List 3
41041940,10%,2018-09-24,List 3
41041950,10%,2018-09-24,List 3
41044110,10%,2018-09-24,List 3
41044120,10%,2018-09-24,List 3
41044130,10%,2018-09-24,List 3
41044140,10%,2018-09-24,List 3
41044150,10%,2018-09-24,List 3
41044910,10%,2018-09-24,List 3
41044920,10%,2018-09-24,List 3
41044930,10%,2018-09-24,List 3
41044940,10%,2018-09-24,List 3
41044950,10%,2018-09-24,List 3
41051010,10%,2018-09-24,List 3
41051090,10%,2018-09-24,List 3
41053000,10%,2018-09-24,List 3
41062110,10%,2018-09-24,List 3
41062190,10%,2018-09-24,List 3
41062200,10%,2018-09-24,List 3
41063110,10%,2018-09-24,List 3
41063190,10%,2018-09-24,List 3
41063200,10%,2018-09-24,List 3
41064000,10%,2018-09-24,List 3
41069100,10%,2018-09-24,List 3
41069200,10%,2018-09-24,List 3
41071110,10%,2018-09-24,List 3
41071120,10%,2018-09-24,List 3
41071130,10%,2018-09-24,List 3
41071140,10%,2018-09-24,List 3
41071150,10%,2018-09-24,List 3
41071160,10%,2018-09-24,List 3
41071170,10%,2018-09-24,List 3
41071180,10%,2018-09-24,List 3
41071210,10%,2018-09-24,List 3
41071220,10%,2018-09-24,List 3
41071230,10%,2018-09-24,List 3
41071240,10%,2018-09-24,List 3
41071250,10%,2018-09-24,List 3
41071260,10%,2018-09-24,List 3
41071270,10%,2018-09-24,List 3
41071280,10%,2018-09-24,List 3
41071910,10%,2018-09-24,List 3
41071920,10%,2018-09-24,List 3
41071930,10%,2018-09-24,List 3
41071940,10%,2018-09-24,List 3
41071950,10%,2018-09-24,List 3
41071960,10%,2018-09-24,List 3
41071970,10%,2018-09-24,List 3
41071980,10%,2018-09-24,List 3
41079140,10%,2018-09-24,List 3
41079150,10%,2018-09-24,List 3
41079160,10%,2018-09-24,List 3
41079170,10%,2018-09-24,List 3
41079180,10%,2018-09-24,List 3
41079240,10%,2018-09-24,List 3
41079250,10%,2018-09-24,List 3
41079260,10%,2018-09-24,List 3
41079270,10%,2018-09-24,List 3
41079280,10%,2018-09-24,List 3
41079940,10%,2018-09-24,List 3
41079950,10%,2018-09-24,List 3
41079960,10%,2018-09-24,List 3
41079970,10%,2018-09-24,List 3
41079980,10%,2018-09-24,List 3
41120030,10%,2018-09-24,List 3
41120060,10%,2018-09-24,List 3
41131030,10%,2018-09-24,List 3
41131060,10%,2018-09-24,List 3
41132000,10%,2018-09-24,List 3
41133030,10%,2018-09-24,List 3
41133060,10%,2018-09-24,List 3
41139030,10%,2018-09-24,List 3
41139060,10%,2018-09-24,List 3
41141000,10%,2018-09-24,List 3
41142030,10%,2018-09-24,List 3
41142040,10%,2018-09-24,List 3
41142070,10%,2018-09-24,List 3
41151000,10%,2018-09-24,List 3
42010030,10%,2018-09-24,List 3
42010060,10%,2018-09-24,List 3
42021100,10%,2018-09-24,List 3
42021221,10%,2018-09-24,List 3
42021229,10%,2018-09-24,List 3
42021240,10%,2018-09-24,List 3
42021260,10%,2018-09-24,List 3
42021281,10%,2018-09-24,List 3
42021289,10%,2018-09-24,List 3
42021900,10%,2018-09-24,List 3
42022130,10%,2018-09-24,List 3
42022160,10%,2018-09-24,List 3
42022190,10%,2018-09-24,List 3
42022215,10%,2018-09-24,List 3
42022235,10%,2018-09-24,List 3
42022240,10%,2018-09-24,List 3
42022245,10%,2018-09-24,List 3
42022260,10%,2018-09-24,List 3
42022270,10%,2018-09-24,List 3
42022281,10%,2018-09-24,List 3
42022289,10%,2018-09-24,List 3
42022910,10%,2018-09-24,List 3
42022920,10%,2018-09-24,List 3
42022950,10%,2018-09-24,List 3
42022990,10%,2018-09-24,List 3
42023130,10%,2018-09-24,List 3
42023160,10%,2018-09-24,List 3
42023210,10%,2018-09-24,List 3
42023220,10%,2018-09-24,List 3
42023240,10%,2018-09-24,List 3
42023280,10%,2018-09-24,List 3
42023285,10%,2018-09-24,List 3
42023291,10%,2018-09-24,List 3
42023293,10%,2018-09-24,List 3
42023299,10%,2018-09-24,List 3
42023910,10%,2018-09-24,List 3
42023920,10%,2018-09-24,List 3
42023950,10%,2018-09-24,List 3
42023990,10%,2018-09-24,List 3
42029110,10%,2018-09-24,List 3
42029190,10%,2018-09-24,List 3
42029204,10%,2018-09-24,List 3
42029208,10%,2018-09-24,List 3
42029210,10%,2018-09-24,List 3
42029215,10%,2018-09-24,List 3
42029220,10%,2018-09-24,List 3
42029231,10%,2018-09-24,List 3
42029233,10%,2018-09-24,List 3
42029239,10%,2018-09-24,List 3
42029245,10%,2018-09-24,List 3
42029250,10%,2018-09-24,List 3
42029260,10%,2018-09-24,List 3
42029291,10%,2018-09-24,List 3
42029293,10%,2018-09-24,List 3
42029294,10%,2018-09-24,List 3
42029297,10%,2018-09-24,List 3
42029910,10%,2018-09-24,List 3
42029920,10%,2018-09-24,List 3
42029930,10%,2018-09-24,List 3
42029950,10%,2018-09-24,List 3
42029990,10%,2018-09-24,List 3
42031020,10%,2018-09-24,List 3
42031040,10%,2018-09-24,List 3
42032120,10%,2018-09-24,List 3
42032140,10%,2018-09-24,List 3
42032155,10%,2018-09-24,List 3
42032160,10%,2018-09-24,List 3
42032170,10%,2018-09-24,List 3
42032180,10%,2018-09-24,List 3
42032905,10%,2018-09-24,List 3
42032908,10%,2018-09-24,List 3
42032915,10%,2018-09-24,List 3
42032918,10%,2018-09-24,List 3
42032920,10%,2018-09-24,List 3
42032930,10%,2018-09-24,List 3
42032940,10%,2018-09-24,List 3
42032950,10%,2018-09-24,List 3
42033000,10%,2018-09-24,List 3
42034030,10%,2018-09-24,List 3
42034060,10%,2018-09-24,List 3
42050005,10%,2018-09-24,List 3
42050010,10%,2018-09-24,List 3
42050020,10%,2018-09-24,List 3
42050040,10%,2018-09-24,List 3
42050060,10%,2018-09-24,List 3
42050080,10%,2018-09-24,List 3
43021100,10%,2018-09-24,List 3
43021913,10%,2018-09-24,List 3
43021915,10%,2018-09-24,List 3
43021930,10%,2018-09-24,List 3
43021945,10%,2018-09-24,List 3
43021955,10%,2018-09-24,List 3
43021960,10%,2018-09-24,List 3
43021975,10%,2018-09-24,List 3
43022030,10%,2018-09-24,List 3
43022060,10%,2018-09-24,List 3
43022090,10%,2018-09-24,List 3
43023000,10%,2018-09-24,List 3
43031000,10%,2018-09-24,List 3
43039000,10%,2018-09-24,List 3
43040000,10%,2018-09-24,List 3
44011000,10%,2018-09-24,List 3
44012100,10%,2018-09-24,List 3
44012200,10%,2018-09-24,List 3
44013100,10%,2018-09-24,List 3
44013920,10%,2018-09-24,List 3
44013940,10%,2018-09-24,List 3
44021000,10%,2018-09-24,List 3
44029000,10%,2018-09-24,List 3
44031000,10%,2018-09-24,List 3
44032000,10%,2018-09-24,List 3
44034100,10%,2018-09-24,List 3
44034901,10%,2018-09-24,List 3
44039100,10%,2018-09-24,List 3
44039200,10%,2018-09-24,List 3
44039900,10%,2018-09-24,List 3
44041000,10%,2018-09-24,List 3
44042000,10%,2018-09-24,List 3
44050000,10%,2018-09-24,List 3
44061000,10%,2018-09-24,List 3
44069000,10%,2018-09-24,List 3
44071001,10%,2018-09-24,List 3
44072100,10%,2018-09-24,List 3
44072200,10%,2018-09-24,List 3
44072500,10%,2018-09-24,List 3
44072600,10%,2018-09-24,List 3
44072700,10%,2018-09-24,List 3
44072800,10%,2018-09-24,List 3
44072901,10%,2018-09-24,List 3
44079100,10%,2018-09-24,List 3
44079200,10%,2018-09-24,List 3
44079300,10%,2018-09-24,List 3
44079400,10%,2018-09-24,List 3
44079500,10%,2018-09-24,List 3
44079901,10%,2018-09-24,List 3
44081001,10%,2018-09-24,List 3
44083101,10%,2018-09-24,List 3
44083902,10%,2018-09-24,List 3
44089001,10%,2018-09-24,List 3
44091005,10%,2018-09-24,List 3
44091010,10%,2018-09-24,List 3
44091020,10%,2018-09-24,List 3
44091040,10%,2018-09-24,List 3
44091045,10%,2018-09-24,List 3
44091050,10%,2018-09-24,List 3
44091060,10%,2018-09-24,List 3
44091065,10%,2018-09-24,List 3
44091090,10%,2018-09-24,List 3
44092105,10%,2018-09-24,List 3
44092190,10%,2018-09-24,List 3
44092205,10%,2018-09-24,List 3
44092210,10%,2018-09-24,List 3
44092225,10%,2018-09-24,List 3
44092240,10%,2018-09-24,List 3
44092250,10%,2018-09-24,List 3
44092260,10%,2018-09-24,List 3
44092265,10%,2018-09-24,List 3
44092290,10%,2018-09-24,List 3
44092906,10%,2018-09-24,List 3
44092911,10%,2018-09-24,List 3
44092926,10%,2018-09-24,List 3
44092941,10%,2018-09-24,List 3
44092951,10%,2018-09-24,List 3
44092961,10%,2018-09-24,List 3
44092966,10%,2018-09-24,List 3
44092991,10%,2018-09-24,List 3
44101100,10%,2018-09-24,List 3
44101200,10%,2018-09-24,List 3
44101900,10%,2018-09-24,List 3
44109000,10%,2018-09-24,List 3
44111210,10%,2018-09-24,List 3
44111220,10%,2018-09-24,List 3
44111230,10%,2018-09-24,List 3
44111260,10%,2018-09-24,List 3
44111290,10%,2018-09-24,List 3
44111310,10%,2018-09-24,List 3
44111320,10%,2018-09-24,List 3
44111330,10%,2018-09-24,List 3
44111360,10%,2018-09-24,List 3
44111390,10%,2018-09-24,List 3
44111410,10%,2018-09-24,List 3
44111420,10%,2018-09-24,List 3
44111430,10%,2018-09-24,List 3
44111460,10%,2018-09-24,List 3
44111490,10%,2018-09-24,List 3
44119210,10%,2018-09-24,List 3
44119220,10%,2018-09-24,List 3
44119230,10%,2018-09-24,List 3
44119240,10%,2018-09-24,List 3
44119310,10%,2018-09-24,List 3
44119320,10%,2018-09-24,List 3
44119330,10%,2018-09-24,List 3
44119360,10%,2018-09-24,List 3
44119390,10%,2018-09-24,List 3
44119400,10%,2018-09-24,List 3
44121005,10%,2018-09-24,List 3
44121090,10%,2018-09-24,List 3
44123106,10%,2018-09-24,List 3
44123126,10%,2018-09-24,List 3
44123141,10%,2018-09-24,List 3
44123152,10%,2018-09-24,List 3
44123161,10%,2018-09-24,List 3
44123192,10%,2018-09-24,List 3
44123206,10%,2018-09-24,List 3
44123226,10%,2018-09-24,List 3
44123232,10%,2018-09-24,List 3
44123257,10%,2018-09-24,List 3
44123910,10%,2018-09-24,List 3
44123930,10%,2018-09-24,List 3
44123940,10%,2018-09-24,List 3
44123950,10%,2018-09-24,List 3
44129410,10%,2018-09-24,List 3
44129431,10%,2018-09-24,List 3
44129441,10%,2018-09-24,List 3
44129451,10%,2018-09-24,List 3
44129460,10%,2018-09-24,List 3
44129470,10%,2018-09-24,List 3
44129480,10%,2018-09-24,List 3
44129490,10%,2018-09-24,List 3
44129495,10%,2018-09-24,List 3
44129906,10%,2018-09-24,List 3
44129910,10%,2018-09-24,List 3
44129931,10%,2018-09-24,List 3
44129941,10%,2018-09-24,List 3
44129951,10%,2018-09-24,List 3
44129957,10%,2018-09-24,List 3
44129960,10%,2018-09-24,List 3
44129970,10%,2018-09-24,List 3
44129980,10%,2018-09-24,List 3
44129990,10%,2018-09-24,List 3
44129995,10%,2018-09-24,List 3
44130000,10%,2018-09-24,List 3
44151030,10%,2018-09-24,List 3
44151060,10%,2018-09-24,List 3
44151090,10%,2018-09-24,List 3
44152040,10%,2018-09-24,List 3
44152080,10%,2018-09-24,List 3
44160030,10%,2018-09-24,List 3
44160060,10%,2018-09-24,List 3
44160090,10%,2018-09-24,List 3
44170060,10%,2018-09-24,List 3
44170080,10%,2018-09-24,List 3
44181000,10%,2018-09-24,List 3
