hs8,list_id,tariff_rate,effective_date,naics6
58012100,List 3,10%,2018-09-24,313210
58012210,List 3,10%,2018-09-24,313210
58012290,List 3,10%,2018-09-24,313210
58012300,List 3,10%,2018-09-24,313210
58012600,List 3,10%,2018-09-24,313210
58012710,List 3,10%,2018-09-24,313210
58012750,List 3,10%,2018-09-24,313210
58013710,List 3,10%,2018-09-24,313210
58013750,List 3,10%,2018-09-24,313210
58019010,List 3,10%,2018-09-24,313210
58019020,List 3,10%,2018-09-24,313210
58021100,List 3,10%,2018-09-24,313210
58021900,List 3,10%,2018-09-24,313210
58022000,List 3,10%,2018-09-24,313210
58023000,List 3,10%,2018-09-24,313210
58030010,List 3,10%,2018-09-24,313210
58030020,List 3,10%,2018-09-24,313210
58030030,List 3,10%,2018-09-24,313210
58030040,List 3,10%,2018-09-24,314999
58030050,List 3,10%,2018-09-24,313210
58030090,List 3,10%,2018-09-24,313210
58041010,List 3,10%,2018-09-24,313240
58041090,List 3,10%,2018-09-24,313240
58042100,List 3,10%,2018-09-24,313240
58042910,List 3,10%,2018-09-24,313240
58042990,List 3,10%,2018-09-24,313240
58043000,List 3,10%,2018-09-24,313240
58050010,List 3,10%,2018-09-24,990000
58050020,List 3,10%,2018-09-24,990000
58050025,List 3,10%,2018-09-24,990000
58050030,List 3,10%,2018-09-24,990000
58050040,List 3,10%,2018-09-24,990000
58061010,List 3,10%,2018-09-24,313220
58061024,List 3,10%,2018-09-24,313220
58061028,List 3,10%,2018-09-24,313220
58061030,List 3,10%,2018-09-24,313220
58062000,List 3,10%,2018-09-24,313220
58063100,List 3,10%,2018-09-24,313220
58063210,List 3,10%,2018-09-24,313220
58063220,List 3,10%,2018-09-24,313220
58063910,List 3,10%,2018-09-24,313220
58063920,List 3,10%,2018-09-24,313220
58063930,List 3,10%,2018-09-24,313220
58064000,List 3,10%,2018-09-24,313220
58071005,List 3,10%,2018-09-24,313220
58071015,List 3,10%,2018-09-24,313220
58071020,List 3,10%,2018-09-24,314999
58079005,List 3,10%,2018-09-24,314999
58079015,List 3,10%,2018-09-24,314999
58079020,List 3,10%,2018-09-24,314999
58081010,List 3,10%,2018-09-24,315990
58081040,List 3,10%,2018-09-24,315990
58081050,List 3,10%,2018-09-24,315990
58081070,List 3,10%,2018-09-24,315990
58081090,List 3,10%,2018-09-24,315990
58089000,List 3,10%,2018-09-24,315990
58090000,List 3,10%,2018-09-24,314999
58101000,List 3,10%,2018-09-24,314999
58109100,List 3,10%,2018-09-24,314999
58109210,List 3,10%,2018-09-24,314999
58109290,List 3,10%,2018-09-24,314999
58109910,List 3,10%,2018-09-24,314999
58109990,List 3,10%,2018-09-24,314999
58110010,List 3,10%,2018-09-24,314999
58110020,List 3,10%,2018-09-24,314999
58110030,List 3,10%,2018-09-24,314999
58110040,List 3,10%,2018-09-24,314999
59011010,List 3,10%,2018-09-24,313320
59011020,List 3,10%,2018-09-24,313320
59019020,List 3,10%,2018-09-24,313320
59019040,List 3,10%,2018-09-24,313320
59021000,List 3,10%,2018-09-24,314994
59022000,List 3,10%,2018-09-24,314994
59029000,List 3,10%,2018-09-24,314994
59031010,List 3,10%,2018-09-24,313320
59031018,List 3,10%,2018-09-24,313320
59031020,List 3,10%,2018-09-24,313320
59031025,List 3,10%,2018-09-24,313320
59031030,List 3,10%,2018-09-24,313320
59032010,List 3,10%,2018-09-24,313320
59032015,List 3,10%,2018-09-24,313320
59032018,List 3,10%,2018-09-24,313320
59032020,List 3,10%,2018-09-24,313320
59032025,List 3,10%,2018-09-24,313320
59032030,List 3,10%,2018-09-24,313320
59039010,List 3,10%,2018-09-24,313320
59039015,List 3,10%,2018-09-24,313320
59039018,List 3,10%,2018-09-24,313320
59039020,List 3,10%,2018-09-24,313320
59039025,List 3,10%,2018-09-24,313320
59039030,List 3,10%,2018-09-24,313320
59041000,List 3,10%,2018-09-24,326199
59049010,List 3,10%,2018-09-24,326199
59049090,List 3,10%,2018-09-24,326199
59050010,List 3,10%,2018-09-24,322220
59050090,List 3,10%,2018-09-24,322220
59061000,List 3,10%,2018-09-24,313320
59069110,List 3,10%,2018-09-24,313320
59069120,List 3,10%,2018-09-24,313320
59069125,List 3,10%,2018-09-24,313320
59069130,List 3,10%,2018-09-24,313320
59069910,List 3,10%,2018-09-24,313320
59069920,List 3,10%,2018-09-24,313320
59069925,List 3,10%,2018-09-24,313320
59069930,List 3,10%,2018-09-24,313320
59070005,List 3,10%,2018-09-24,339999
59070015,List 3,10%,2018-09-24,313320
59070025,List 3,10%,2018-09-24,339999
59070035,List 3,10%,2018-09-24,313320
59070060,List 3,10%,2018-09-24,313320
59070080,List 3,10%,2018-09-24,313320
59080000,List 3,10%,2018-09-24,313220
59090010,List 3,10%,2018-09-24,313220
59090020,List 3,10%,2018-09-24,313220
59100010,List 3,10%,2018-09-24,313220
59100090,List 3,10%,2018-09-24,313220
59111010,List 3,10%,2018-09-24,313320
59111020,List 3,10%,2018-09-24,313320
59112010,List 3,10%,2018-09-24,313210
59112020,List 3,10%,2018-09-24,313210
59112030,List 3,10%,2018-09-24,313210
59113100,List 3,10%,2018-09-24,313210
59113200,List 3,10%,2018-09-24,313210
59114000,List 3,10%,2018-09-24,313210
59119000,List 3,10%,2018-09-24,313220
60011020,List 3,10%,2018-09-24,313240
60011060,List 3,10%,2018-09-24,313240
60012100,List 3,10%,2018-09-24,313240
60012900,List 3,10%,2018-09-24,313240
60019100,List 3,10%,2018-09-24,313240
60019200,List 3,10%,2018-09-24,313240
60019910,List 3,10%,2018-09-24,313240
60019990,List 3,10%,2018-09-24,313240
60024040,List 3,10%,2018-09-24,313240
60024080,List 3,10%,2018-09-24,313240
60029040,List 3,10%,2018-09-24,313240
60029080,List 3,10%,2018-09-24,313240
60031010,List 3,10%,2018-09-24,313240
60031090,List 3,10%,2018-09-24,313240
60032010,List 3,10%,2018-09-24,313240
60032030,List 3,10%,2018-09-24,313240
60033010,List 3,10%,2018-09-24,313240
60033060,List 3,10%,2018-09-24,313240
60034010,List 3,10%,2018-09-24,313240
60034060,List 3,10%,2018-09-24,313240
60039010,List 3,10%,2018-09-24,313240
60039090,List 3,10%,2018-09-24,313240
60041000,List 3,10%,2018-09-24,313240
60049020,List 3,10%,2018-09-24,313240
60049090,List 3,10%,2018-09-24,313240
60052100,List 3,10%,2018-09-24,313240
60052200,List 3,10%,2018-09-24,313240
60052300,List 3,10%,2018-09-24,313240
60052400,List 3,10%,2018-09-24,313240
60053600,List 3,10%,2018-09-24,313240
60053700,List 3,10%,2018-09-24,313240
60053800,List 3,10%,2018-09-24,313240
60053900,List 3,10%,2018-09-24,313240
60054200,List 3,10%,2018-09-24,313240
60054300,List 3,10%,2018-09-24,313240
60054400,List 3,10%,2018-09-24,313240
60059010,List 3,10%,2018-09-24,313240
60059090,List 3,10%,2018-09-24,313240
60061000,List 3,10%,2018-09-24,313240
60062110,List 3,10%,2018-09-24,313240
60062190,List 3,10%,2018-09-24,313240
60062210,List 3,10%,2018-09-24,313240
60062290,List 3,10%,2018-09-24,313240
60062310,List 3,10%,2018-09-24,313240
60062390,List 3,10%,2018-09-24,313240
60062410,List 3,10%,2018-09-24,313240
60063100,List 3,10%,2018-09-24,313240
60063200,List 3,10%,2018-09-24,313240
60063300,List 3,10%,2018-09-24,313240
60063400,List 3,10%,2018-09-24,313240
60064200,List 3,10%,2018-09-24,313240
60064300,List 3,10%,2018-09-24,313240
60064400,List 3,10%,2018-09-24,313240
60069010,List 3,10%,2018-09-24,313240
60069090,List 3,10%,2018-09-24,313240
65010030,List 3,10%,2018-09-24,315990
65010060,List 3,10%,2018-09-24,315990
65010090,List 3,10%,2018-09-24,315990
65020020,List 3,10%,2018-09-24,315990
65020040,List 3,10%,2018-09-24,315990
65020060,List 3,10%,2018-09-24,315990
65020090,List 3,10%,2018-09-24,315990
65040030,List 3,10%,2018-09-24,315990
65040060,List 3,10%,2018-09-24,315990
65040090,List 3,10%,2018-09-24,315990
65050004,List 3,10%,2018-09-24,315990
65050008,List 3,10%,2018-09-24,315990
65050015,List 3,10%,2018-09-24,315990
65050015,List 3,10%,2018-09-24,315190
65050020,List 3,10%,2018-09-24,315990
65050025,List 3,10%,2018-09-24,315990
65050030,List 3,10%,2018-09-24,315990
65050030,List 3,10%,2018-09-24,315190
65050040,List 3,10%,2018-09-24,315990
65050050,List 3,10%,2018-09-24,315990
65050050,List 3,10%,2018-09-24,315190
65050060,List 3,10%,2018-09-24,315990
65050060,List 3,10%,2018-09-24,315190
65050070,List 3,10%,2018-09-24,315990
65050080,List 3,10%,2018-09-24,315990
65050090,List 3,10%,2018-09-24,315990
65050090,List 3,10%,2018-09-24,315190
65069100,List 3,10%,2018-09-24,315990
65069930,List 3,10%,2018-09-24,315280
65069960,List 3,10%,2018-09-24,315990
65070000,List 3,10%,2018-09-24,315990
67010030,List 3,10%,2018-09-24,339999
67010060,List 3,10%,2018-09-24,339999
68010000,List 3,10%,2018-09-24,327991
68021000,List 3,10%,2018-09-24,327120
68022110,List 3,10%,2018-09-24,327991
68022150,List 3,10%,2018-09-24,327991
68022300,List 3,10%,2018-09-24,327991
68022910,List 3,10%,2018-09-24,327991
68022990,List 3,10%,2018-09-24,327991
68029105,List 3,10%,2018-09-24,327991
68029115,List 3,10%,2018-09-24,327991
68029120,List 3,10%,2018-09-24,327991
68029125,List 3,10%,2018-09-24,327991
68029130,List 3,10%,2018-09-24,327991
68029200,List 3,10%,2018-09-24,327991
68029300,List 3,10%,2018-09-24,327991
68029900,List 3,10%,2018-09-24,327991
68030010,List 3,10%,2018-09-24,327991
68030050,List 3,10%,2018-09-24,327991
68041000,List 3,10%,2018-09-24,327910
68042100,List 3,10%,2018-09-24,327910
68042210,List 3,10%,2018-09-24,327910
68042240,List 3,10%,2018-09-24,327910
68042260,List 3,10%,2018-09-24,327910
68042300,List 3,10%,2018-09-24,327910
68043000,List 3,10%,2018-09-24,327910
68051000,List 3,10%,2018-09-24,327910
68052000,List 3,10%,2018-09-24,327910
68053010,List 3,10%,2018-09-24,327910
68053050,List 3,10%,2018-09-24,327910
68061000,List 3,10%,2018-09-24,327993
68062000,List 3,10%,2018-09-24,327992
68069000,List 3,10%,2018-09-24,327993
68071000,List 3,10%,2018-09-24,324122
68079000,List 3,10%,2018-09-24,324122
68080000,List 3,10%,2018-09-24,327390
68091100,List 3,10%,2018-09-24,327420
68091900,List 3,10%,2018-09-24,327420
68099000,List 3,10%,2018-09-24,327999
68101100,List 3,10%,2018-09-24,327120
68101100,List 3,10%,2018-09-24,327331
68101912,List 3,10%,2018-09-24,327390
68101914,List 3,10%,2018-09-24,327390
68101950,List 3,10%,2018-09-24,327390
68109100,List 3,10%,2018-09-24,327390
68109900,List 3,10%,2018-09-24,327991
68109900,List 3,10%,2018-09-24,327390
68114000,List 3,10%,2018-09-24,327999
68118100,List 3,10%,2018-09-24,327999
68118200,List 3,10%,2018-09-24,327999
68118910,List 3,10%,2018-09-24,327999
68118990,List 3,10%,2018-09-24,327999
68128010,List 3,10%,2018-09-24,339113
68128090,List 3,10%,2018-09-24,327999
68129110,List 3,10%,2018-09-24,339113
68129190,List 3,10%,2018-09-24,339113
68129200,List 3,10%,2018-09-24,327999
68129300,List 3,10%,2018-09-24,327999
68129900,List 3,10%,2018-09-24,327999
68129900,List 3,10%,2018-09-24,339991
68132000,List 3,10%,2018-09-24,336413
68132000,List 3,10%,2018-09-24,336340
68138100,List 3,10%,2018-09-24,336413
68138100,List 3,10%,2018-09-24,336340
68138900,List 3,10%,2018-09-24,336413
68138900,List 3,10%,2018-09-24,336340
68141000,List 3,10%,2018-09-24,327999
68149000,List 3,10%,2018-09-24,327999
68151001,List 3,10%,2018-09-24,335991
68152000,List 3,10%,2018-09-24,327999
68159100,List 3,10%,2018-09-24,327120
68159920,List 3,10%,2018-09-24,327999
68159940,List 3,10%,2018-09-24,327999
69010000,List 3,10%,2018-09-24,327120
69021010,List 3,10%,2018-09-24,327120
69021050,List 3,10%,2018-09-24,327120
69022010,List 3,10%,2018-09-24,327120
69022050,List 3,10%,2018-09-24,327120
69029010,List 3,10%,2018-09-24,327120
69029050,List 3,10%,2018-09-24,327120
69031000,List 3,10%,2018-09-24,327120
69032000,List 3,10%,2018-09-24,327120
69039000,List 3,10%,2018-09-24,327120
69041000,List 3,10%,2018-09-24,327120
69049000,List 3,10%,2018-09-24,327120
69051000,List 3,10%,2018-09-24,327120
69059000,List 3,10%,2018-09-24,327120
69060000,List 3,10%,2018-09-24,327110
69072110,List 3,10%,2018-09-24,327120
69072120,List 3,10%,2018-09-24,327120
69072130,List 3,10%,2018-09-24,327120
69072140,List 3,10%,2018-09-24,327120
69072190,List 3,10%,2018-09-24,327120
69072210,List 3,10%,2018-09-24,327120
69072220,List 3,10%,2018-09-24,327120
69072230,List 3,10%,2018-09-24,327120
69072240,List 3,10%,2018-09-24,327120
69072290,List 3,10%,2018-09-24,327120
69072310,List 3,10%,2018-09-24,327120
69072320,List 3,10%,2018-09-24,327120
69072330,List 3,10%,2018-09-24,327120
69072340,List 3,10%,2018-09-24,327120
69072390,List 3,10%,2018-09-24,327120
69073010,List 3,10%,2018-09-24,327120
69073020,List 3,10%,2018-09-24,327120
69073030,List 3,10%,2018-09-24,327120
69073040,List 3,10%,2018-09-24,327120
69073090,List 3,10%,2018-09-24,327120
69074010,List 3,10%,2018-09-24,327120
69074020,List 3,10%,2018-09-24,327120
69074030,List 3,10%,2018-09-24,327120
69074040,List 3,10%,2018-09-24,327120
69074090,List 3,10%,2018-09-24,327120
69091120,List 3,10%,2018-09-24,327110
69091140,List 3,10%,2018-09-24,327110
69091200,List 3,10%,2018-09-24,327110
69091910,List 3,10%,2018-09-24,327110
69091950,List 3,10%,2018-09-24,327110
69099000,List 3,10%,2018-09-24,327110
69141040,List 3,10%,2018-09-24,327110
69141080,List 3,10%,2018-09-24,327110
69149041,List 3,10%,2018-09-24,327110
69149080,List 3,10%,2018-09-24,327110
70010010,List 3,10%,2018-09-24,327212
70010020,List 3,10%,2018-09-24,327212
70010050,List 3,10%,2018-09-24,327215
70021010,List 3,10%,2018-09-24,327212
70021020,List 3,10%,2018-09-24,327212
70022050,List 3,10%,2018-09-24,327212
70023100,List 3,10%,2018-09-24,327212
70023200,List 3,10%,2018-09-24,327212
70023900,List 3,10%,2018-09-24,327212
70031200,List 3,10%,2018-09-24,327211
70031900,List 3,10%,2018-09-24,327211
70032000,List 3,10%,2018-09-24,327211
70033000,List 3,10%,2018-09-24,327211
70042010,List 3,10%,2018-09-24,327211
70042020,List 3,10%,2018-09-24,327211
70042050,List 3,10%,2018-09-24,327211
70049005,List 3,10%,2018-09-24,327212
70049010,List 3,10%,2018-09-24,327212
70049015,List 3,10%,2018-09-24,327212
70049020,List 3,10%,2018-09-24,327212
70049025,List 3,10%,2018-09-24,327212
70049030,List 3,10%,2018-09-24,327212
70049040,List 3,10%,2018-09-24,327212
70049050,List 3,10%,2018-09-24,327212
70051040,List 3,10%,2018-09-24,327211
70051080,List 3,10%,2018-09-24,327211
70052110,List 3,10%,2018-09-24,327211
70052120,List 3,10%,2018-09-24,327211
70052904,List 3,10%,2018-09-24,327211
70052908,List 3,10%,2018-09-24,327211
70052914,List 3,10%,2018-09-24,327211
70052918,List 3,10%,2018-09-24,327211
70052925,List 3,10%,2018-09-24,327211
70053000,List 3,10%,2018-09-24,327211
70060010,List 3,10%,2018-09-24,327215
70060020,List 3,10%,2018-09-24,327212
70060040,List 3,10%,2018-09-24,327215
70071100,List 3,10%,2018-09-24,327215
70071900,List 3,10%,2018-09-24,327215
70072110,List 3,10%,2018-09-24,327211
70072150,List 3,10%,2018-09-24,327211
70072900,List 3,10%,2018-09-24,327211
70080000,List 3,10%,2018-09-24,327215
70091000,List 3,10%,2018-09-24,327215
70099110,List 3,10%,2018-09-24,327215
70099150,List 3,10%,2018-09-24,327215
70099210,List 3,10%,2018-09-24,327215
70099250,List 3,10%,2018-09-24,327215
70101000,List 3,10%,2018-09-24,327213
70102020,List 3,10%,2018-09-24,327213
70102030,List 3,10%,2018-09-24,327213
70109005,List 3,10%,2018-09-24,327213
70109020,List 3,10%,2018-09-24,327213
70109030,List 3,10%,2018-09-24,327213
70109050,List 3,10%,2018-09-24,327213
70111010,List 3,10%,2018-09-24,327212
70111050,List 3,10%,2018-09-24,327212
70112010,List 3,10%,2018-09-24,327212
70112045,List 3,10%,2018-09-24,327212
70112085,List 3,10%,2018-09-24,327212
70119000,List 3,10%,2018-09-24,327212
70140010,List 3,10%,2018-09-24,327212
70140020,List 3,10%,2018-09-24,327212
70140030,List 3,10%,2018-09-24,327212
70140050,List 3,10%,2018-09-24,327212
70161000,List 3,10%,2018-09-24,327215
70169010,List 3,10%,2018-09-24,327215
70169050,List 3,10%,2018-09-24,327215
70171030,List 3,10%,2018-09-24,327212
70171060,List 3,10%,2018-09-24,327212
70172000,List 3,10%,2018-09-24,327212
70179010,List 3,10%,2018-09-24,327212
70179050,List 3,10%,2018-09-24,327212
70181010,List 3,10%,2018-09-24,339910
70181020,List 3,10%,2018-09-24,339910
70181050,List 3,10%,2018-09-24,339910
70182000,List 3,10%,2018-09-24,327215
70189050,List 3,10%,2018-09-24,327215
70191100,List 3,10%,2018-09-24,327212
70191200,List 3,10%,2018-09-24,327212
70191905,List 3,10%,2018-09-24,314994
70191915,List 3,10%,2018-09-24,327212
70191924,List 3,10%,2018-09-24,314994
70191928,List 3,10%,2018-09-24,327212
70191970,List 3,10%,2018-09-24,314994
70191990,List 3,10%,2018-09-24,327212
70193100,List 3,10%,2018-09-24,327212
70193200,List 3,10%,2018-09-24,327212
70193910,List 3,10%,2018-09-24,327993
70193950,List 3,10%,2018-09-24,327993
70194005,List 3,10%,2018-09-24,314994
70194015,List 3,10%,2018-09-24,313220
70194030,List 3,10%,2018-09-24,314994
70194040,List 3,10%,2018-09-24,313210
70194070,List 3,10%,2018-09-24,314994
70195110,List 3,10%,2018-09-24,314994
70195190,List 3,10%,2018-09-24,313220
70195230,List 3,10%,2018-09-24,314994
70195240,List 3,10%,2018-09-24,313210
70195270,List 3,10%,2018-09-24,314994
70195290,List 3,10%,2018-09-24,313210
70195930,List 3,10%,2018-09-24,314994
70195940,List 3,10%,2018-09-24,313210
70195970,List 3,10%,2018-09-24,314994
70195990,List 3,10%,2018-09-24,313210
70199010,List 3,10%,2018-09-24,327993
70199050,List 3,10%,2018-09-24,327993
70199050,List 3,10%,2018-09-24,327215
70200030,List 3,10%,2018-09-24,327212
70200040,List 3,10%,2018-09-24,327212
70200060,List 3,10%,2018-09-24,327212
71022110,List 3,10%,2018-09-24,339910
71022130,List 3,10%,2018-09-24,339910
71022140,List 3,10%,2018-09-24,339910
71022900,List 3,10%,2018-09-24,339910
71051000,List 3,10%,2018-09-24,327910
71059000,List 3,10%,2018-09-24,327910
71061000,List 3,10%,2018-09-24,331492
71069110,List 3,10%,2018-09-24,331410
71069150,List 3,10%,2018-09-24,331410
71069210,List 3,10%,2018-09-24,331491
71069250,List 3,10%,2018-09-24,331491
71070000,List 3,10%,2018-09-24,331491
71081100,List 3,10%,2018-09-24,331492
71081210,List 3,10%,2018-09-24,331410
71081250,List 3,10%,2018-09-24,331410
71081310,List 3,10%,2018-09-24,332999
71081355,List 3,10%,2018-09-24,331491
71081370,List 3,10%,2018-09-24,331491
71082000,List 3,10%,2018-09-24,
71090000,List 3,10%,2018-09-24,331491
71101100,List 3,10%,2018-09-24,331410
71101900,List 3,10%,2018-09-24,331491
71102100,List 3,10%,2018-09-24,331410
71102900,List 3,10%,2018-09-24,331491
71103100,List 3,10%,2018-09-24,331410
71103900,List 3,10%,2018-09-24,331491
71104100,List 3,10%,2018-09-24,331410
71104900,List 3,10%,2018-09-24,331491
71110000,List 3,10%,2018-09-24,331491
71123000,List 3,10%,2018-09-24,910000
71129100,List 3,10%,2018-09-24,910000
71129200,List 3,10%,2018-09-24,910000
71129900,List 3,10%,2018-09-24,910000
71141110,List 3,10%,2018-09-24,339910
71141120,List 3,10%,2018-09-24,339910
71141130,List 3,10%,2018-09-24,339910
71141140,List 3,10%,2018-09-24,339910
71141145,List 3,10%,2018-09-24,339910
71141150,List 3,10%,2018-09-24,339910
71141160,List 3,10%,2018-09-24,339910
71141170,List 3,10%,2018-09-24,339910
71141900,List 3,10%,2018-09-24,339910
71142000,List 3,10%,2018-09-24,339910
71151000,List 3,10%,2018-09-24,332618
71159005,List 3,10%,2018-09-24,331491
71159030,List 3,10%,2018-09-24,331491
71159040,List 3,10%,2018-09-24,331491
71159060,List 3,10%,2018-09-24,331491
72011000,List 3,10%,2018-09-24,331110
72012000,List 3,10%,2018-09-24,331110
72015030,List 3,10%,2018-09-24,331110
72015060,List 3,10%,2018-09-24,331110
72021110,List 3,10%,2018-09-24,331110
72021150,List 3,10%,2018-09-24,331110
72021910,List 3,10%,2018-09-24,331110
72021950,List 3,10%,2018-09-24,331110
72022110,List 3,10%,2018-09-24,331110
72022150,List 3,10%,2018-09-24,331110
72022175,List 3,10%,2018-09-24,331110
72022190,List 3,10%,2018-09-24,331110
72022900,List 3,10%,2018-09-24,331110
72023000,List 3,10%,2018-09-24,331110
72024100,List 3,10%,2018-09-24,331110
72024910,List 3,10%,2018-09-24,331110
72024950,List 3,10%,2018-09-24,331110
72025000,List 3,10%,2018-09-24,331110
72028000,List 3,10%,2018-09-24,331110
72029100,List 3,10%,2018-09-24,331110
72029200,List 3,10%,2018-09-24,331110
72029910,List 3,10%,2018-09-24,331110
72029920,List 3,10%,2018-09-24,331110
72031000,List 3,10%,2018-09-24,331110
72039000,List 3,10%,2018-09-24,331110
72041000,List 3,10%,2018-09-24,910000
72042100,List 3,10%,2018-09-24,910000
72042900,List 3,10%,2018-09-24,910000
72043000,List 3,10%,2018-09-24,910000
72044100,List 3,10%,2018-09-24,910000
72044900,List 3,10%,2018-09-24,910000
72045000,List 3,10%,2018-09-24,910000
72051000,List 3,10%,2018-09-24,327910
72052100,List 3,10%,2018-09-24,331221
72052900,List 3,10%,2018-09-24,331221
72166100,List 3,10%,2018-09-24,331110
72166900,List 3,10%,2018-09-24,331110
72169100,List 3,10%,2018-09-24,331110
73012010,List 3,10%,2018-09-24,331110
73012050,List 3,10%,2018-09-24,331110
73023000,List 3,10%,2018-09-24,332999
73030000,List 3,10%,2018-09-24,331511
73071100,List 3,10%,2018-09-24,331511
73071930,List 3,10%,2018-09-24,331511
73071990,List 3,10%,2018-09-24,331511
73072110,List 3,10%,2018-09-24,332919
73072150,List 3,10%,2018-09-24,332919
73072210,List 3,10%,2018-09-24,332919
73072250,List 3,10%,2018-09-24,332919
73072300,List 3,10%,2018-09-24,332919
73072900,List 3,10%,2018-09-24,332919
73079110,List 3,10%,2018-09-24,332919
73079130,List 3,10%,2018-09-24,332919
73079150,List 3,10%,2018-09-24,332919
73079230,List 3,10%,2018-09-24,332919
73079290,List 3,10%,2018-09-24,332919
73079330,List 3,10%,2018-09-24,332919
73079360,List 3,10%,2018-09-24,332919
73079390,List 3,10%,2018-09-24,332919
73079910,List 3,10%,2018-09-24,332919
73079930,List 3,10%,2018-09-24,332919
73079950,List 3,10%,2018-09-24,332919
73083010,List 3,10%,2018-09-24,332321
73083050,List 3,10%,2018-09-24,332321
73084000,List 3,10%,2018-09-24,332323
73090000,List 3,10%,2018-09-24,332420
73101000,List 3,10%,2018-09-24,332439
73102100,List 3,10%,2018-09-24,332431
73102900,List 3,10%,2018-09-24,332439
73110000,List 3,10%,2018-09-24,332420
73121005,List 3,10%,2018-09-24,332618
73121010,List 3,10%,2018-09-24,314994
73121010,List 3,10%,2018-09-24,332618
73121020,List 3,10%,2018-09-24,332618
73121030,List 3,10%,2018-09-24,314994
73121030,List 3,10%,2018-09-24,332618
73121030,List 3,10%,2018-09-24,331318
73121050,List 3,10%,2018-09-24,332618
73121060,List 3,10%,2018-09-24,332618
73121070,List 3,10%,2018-09-24,332618
73121080,List 3,10%,2018-09-24,332618
73121090,List 3,10%,2018-09-24,332618
73129000,List 3,10%,2018-09-24,332618
73130000,List 3,10%,2018-09-24,332618
73141210,List 3,10%,2018-09-24,332618
73141220,List 3,10%,2018-09-24,332618
73141230,List 3,10%,2018-09-24,332618
73141260,List 3,10%,2018-09-24,332618
73141290,List 3,10%,2018-09-24,332618
73141410,List 3,10%,2018-09-24,332618
73141420,List 3,10%,2018-09-24,332618
73141430,List 3,10%,2018-09-24,332618
73141460,List 3,10%,2018-09-24,332618
73141490,List 3,10%,2018-09-24,332618
73141901,List 3,10%,2018-09-24,332618
73142000,List 3,10%,2018-09-24,332618
73143110,List 3,10%,2018-09-24,332618
73143150,List 3,10%,2018-09-24,332618
73143900,List 3,10%,2018-09-24,332618
73144100,List 3,10%,2018-09-24,332618
73144200,List 3,10%,2018-09-24,332618
73144930,List 3,10%,2018-09-24,332618
73144960,List 3,10%,2018-09-24,332618
73145000,List 3,10%,2018-09-24,332323
73151100,List 3,10%,2018-09-24,332618
73151200,List 3,10%,2018-09-24,332618
73151900,List 3,10%,2018-09-24,332618
73152010,List 3,10%,2018-09-24,332618
73152050,List 3,10%,2018-09-24,332618
73158100,List 3,10%,2018-09-24,332618
73158210,List 3,10%,2018-09-24,332618
73158230,List 3,10%,2018-09-24,332618
73158250,List 3,10%,2018-09-24,332618
73158270,List 3,10%,2018-09-24,332618
73158910,List 3,10%,2018-09-24,332618
73158930,List 3,10%,2018-09-24,332618
73158950,List 3,10%,2018-09-24,332618
73159000,List 3,10%,2018-09-24,332618
73160000,List 3,10%,2018-09-24,332999
73170020,List 3,10%,2018-09-24,331222
73170030,List 3,10%,2018-09-24,331222
73170055,List 3,10%,2018-09-24,331222
73170065,List 3,10%,2018-09-24,331222
73170075,List 3,10%,2018-09-24,331222
73181100,List 3,10%,2018-09-24,332722
73181200,List 3,10%,2018-09-24,332722
73181300,List 3,10%,2018-09-24,332722
73181410,List 3,10%,2018-09-24,332722
73181450,List 3,10%,2018-09-24,332722
73181520,List 3,10%,2018-09-24,332722
73181540,List 3,10%,2018-09-24,332722
73181550,List 3,10%,2018-09-24,332722
73181560,List 3,10%,2018-09-24,332722
73181580,List 3,10%,2018-09-24,332722
73181900,List 3,10%,2018-09-24,332722
73182100,List 3,10%,2018-09-24,332722
73182200,List 3,10%,2018-09-24,332722
73182300,List 3,10%,2018-09-24,332722
73182400,List 3,10%,2018-09-24,332722
73182900,List 3,10%,2018-09-24,332722
73201030,List 3,10%,2018-09-24,332613
73201060,List 3,10%,2018-09-24,332613
73201090,List 3,10%,2018-09-24,332613
73209010,List 3,10%,2018-09-24,332613
73209050,List 3,10%,2018-09-24,332613
73211110,List 3,10%,2018-09-24,335221
73211130,List 3,10%,2018-09-24,335221
73211160,List 3,10%,2018-09-24,335221
73219010,List 3,10%,2018-09-24,335221
73219020,List 3,10%,2018-09-24,335221
73219040,List 3,10%,2018-09-24,335221
73219050,List 3,10%,2018-09-24,335221
73219060,List 3,10%,2018-09-24,335221
73219060,List 3,10%,2018-09-24,333414
73221100,List 3,10%,2018-09-24,333414
73221900,List 3,10%,2018-09-24,333414
73229000,List 3,10%,2018-09-24,333415
73231000,List 3,10%,2018-09-24,332999
73239990,List 3,10%,2018-09-24,332215
73239990,List 3,10%,2018-09-24,332323
73239990,List 3,10%,2018-09-24,332999
73241000,List 3,10%,2018-09-24,332999
73242110,List 3,10%,2018-09-24,332999
73242150,List 3,10%,2018-09-24,332999
73249000,List 3,10%,2018-09-24,332999
73251000,List 3,10%,2018-09-24,331511
73259100,List 3,10%,2018-09-24,331511
73259910,List 3,10%,2018-09-24,331511
73259950,List 3,10%,2018-09-24,331513
73261100,List 3,10%,2018-09-24,332999
73261900,List 3,10%,2018-09-24,332999
73262000,List 3,10%,2018-09-24,332618
