hs8,list_id,tariff_rate,effective_date,naics6
40103630,List 3,10%,2018-09-24,326220
40103641,List 3,10%,2018-09-24,326220
40103645,List 3,10%,2018-09-24,326220
40103650,List 3,10%,2018-09-24,326220
40103690,List 3,10%,2018-09-24,326220
40103910,List 3,10%,2018-09-24,326220
40103920,List 3,10%,2018-09-24,326220
40103930,List 3,10%,2018-09-24,326220
40103941,List 3,10%,2018-09-24,326220
40103945,List 3,10%,2018-09-24,326220
40103950,List 3,10%,2018-09-24,326220
40103990,List 3,10%,2018-09-24,326220
40111010,List 3,10%,2018-09-24,326211
40111050,List 3,10%,2018-09-24,326211
40112010,List 3,10%,2018-09-24,326211
40112050,List 3,10%,2018-09-24,326211
40114000,List 3,10%,2018-09-24,326211
40115000,List 3,10%,2018-09-24,326211
40117000,List 3,10%,2018-09-24,326211
40118010,List 3,10%,2018-09-24,326211
40118020,List 3,10%,2018-09-24,326211
40118080,List 3,10%,2018-09-24,326211
40119010,List 3,10%,2018-09-24,326211
40119020,List 3,10%,2018-09-24,326211
40119080,List 3,10%,2018-09-24,326211
40121140,List 3,10%,2018-09-24,326212
40121180,List 3,10%,2018-09-24,326212
40121240,List 3,10%,2018-09-24,326212
40121280,List 3,10%,2018-09-24,326212
40121920,List 3,10%,2018-09-24,326212
40121940,List 3,10%,2018-09-24,326212
40122010,List 3,10%,2018-09-24,930000
40122015,List 3,10%,2018-09-24,930000
40122045,List 3,10%,2018-09-24,930000
40122060,List 3,10%,2018-09-24,930000
40122080,List 3,10%,2018-09-24,930000
40129010,List 3,10%,2018-09-24,326211
40129030,List 3,10%,2018-09-24,326211
40129045,List 3,10%,2018-09-24,326211
40129070,List 3,10%,2018-09-24,326211
40129090,List 3,10%,2018-09-24,326211
40131000,List 3,10%,2018-09-24,326211
40132000,List 3,10%,2018-09-24,326211
40139010,List 3,10%,2018-09-24,326211
40139050,List 3,10%,2018-09-24,326211
40151910,List 3,10%,2018-09-24,339113
40151950,List 3,10%,2018-09-24,339113
40159000,List 3,10%,2018-09-24,315280
40161000,List 3,10%,2018-09-24,326299
40169100,List 3,10%,2018-09-24,326299
40169310,List 3,10%,2018-09-24,339991
40169350,List 3,10%,2018-09-24,339991
40169400,List 3,10%,2018-09-24,326299
40169903,List 3,10%,2018-09-24,326299
40169930,List 3,10%,2018-09-24,326299
40169935,List 3,10%,2018-09-24,326299
40169955,List 3,10%,2018-09-24,326299
40169960,List 3,10%,2018-09-24,326291
40169960,List 3,10%,2018-09-24,326299
40170000,List 3,10%,2018-09-24,326299
41041110,List 3,10%,2018-09-24,316110
41041120,List 3,10%,2018-09-24,316110
41041130,List 3,10%,2018-09-24,316110
41041140,List 3,10%,2018-09-24,316110
41041150,List 3,10%,2018-09-24,316110
41041910,List 3,10%,2018-09-24,316110
41041920,List 3,10%,2018-09-24,316110
41041930,List 3,10%,2018-09-24,316110
41041940,List 3,10%,2018-09-24,316110
41041950,List 3,10%,2018-09-24,316110
41044110,List 3,10%,2018-09-24,316110
41044120,List 3,10%,2018-09-24,316110
41044130,List 3,10%,2018-09-24,316110
41044140,List 3,10%,2018-09-24,316110
41044150,List 3,10%,2018-09-24,316110
41044910,List 3,10%,2018-09-24,316110
41044920,List 3,10%,2018-09-24,316110
41044930,List 3,10%,2018-09-24,316110
41044940,List 3,10%,2018-09-24,316110
41044950,List 3,10%,2018-09-24,316110
41051010,List 3,10%,2018-09-24,316110
41051090,List 3,10%,2018-09-24,316110
41053000,List 3,10%,2018-09-24,316110
41062110,List 3,10%,2018-09-24,316110
41062190,List 3,10%,2018-09-24,316110
41062200,List 3,10%,2018-09-24,316110
41063110,List 3,10%,2018-09-24,316110
41063190,List 3,10%,2018-09-24,316110
41063200,List 3,10%,2018-09-24,316110
41064000,List 3,10%,2018-09-24,316110
41069100,List 3,10%,2018-09-24,316110
41069200,List 3,10%,2018-09-24,316110
41071110,List 3,10%,2018-09-24,316110
41071120,List 3,10%,2018-09-24,316110
41071130,List 3,10%,2018-09-24,316110
41071140,List 3,10%,2018-09-24,316110
41071150,List 3,10%,2018-09-24,316110
41071160,List 3,10%,2018-09-24,316110
41071170,List 3,10%,2018-09-24,316110
41071180,List 3,10%,2018-09-24,316110
41071210,List 3,10%,2018-09-24,316110
41071220,List 3,10%,2018-09-24,316110
41071230,List 3,10%,2018-09-24,316110
41071240,List 3,10%,2018-09-24,316110
41071250,List 3,10%,2018-09-24,316110
41071260,List 3,10%,2018-09-24,316110
41071270,List 3,10%,2018-09-24,316110
41071280,List 3,10%,2018-09-24,316110
41071910,List 3,10%,2018-09-24,316110
41071920,List 3,10%,2018-09-24,316110
41071930,List 3,10%,2018-09-24,316110
41071940,List 3,10%,2018-09-24,316110
41071950,List 3,10%,2018-09-24,316110
41071960,List 3,10%,2018-09-24,316110
41071970,List 3,10%,2018-09-24,316110
41071980,List 3,10%,2018-09-24,316110
41079140,List 3,10%,2018-09-24,316110
41079150,List 3,10%,2018-09-24,316110
41079160,List 3,10%,2018-09-24,316110
41079170,List 3,10%,2018-09-24,316110
41079180,List 3,10%,2018-09-24,316110
41079240,List 3,10%,2018-09-24,316110
41079250,List 3,10%,2018-09-24,316110
41079260,List 3,10%,2018-09-24,316110
41079270,List 3,10%,2018-09-24,316110
41079280,List 3,10%,2018-09-24,316110
41079940,List 3,10%,2018-09-24,316110
41079950,List 3,10%,2018-09-24,316110
41079960,List 3,10%,2018-09-24,316110
41079970,List 3,10%,2018-09-24,316110
41079980,List 3,10%,2018-09-24,316110
41120030,List 3,10%,2018-09-24,316110
41120060,List 3,10%,2018-09-24,316110
41131030,List 3,10%,2018-09-24,316110
41131060,List 3,10%,2018-09-24,316110
41132000,List 3,10%,2018-09-24,316110
41133030,List 3,10%,2018-09-24,316110
41133060,List 3,10%,2018-09-24,316110
41139030,List 3,10%,2018-09-24,316110
41139060,List 3,10%,2018-09-24,316110
41141000,List 3,10%,2018-09-24,316110
41142030,List 3,10%,2018-09-24,316110
41142040,List 3,10%,2018-09-24,316110
41142070,List 3,10%,2018-09-24,316110
41151000,List 3,10%,2018-09-24,316110
42010030,List 3,10%,2018-09-24,316998
42010060,List 3,10%,2018-09-24,316998
42021100,List 3,10%,2018-09-24,316998
42021221,List 3,10%,2018-09-24,316998
42021229,List 3,10%,2018-09-24,316998
42021240,List 3,10%,2018-09-24,316998
42021260,List 3,10%,2018-09-24,316998
42021281,List 3,10%,2018-09-24,316998
42021289,List 3,10%,2018-09-24,316998
42021900,List 3,10%,2018-09-24,316998
42022130,List 3,10%,2018-09-24,316992
42022160,List 3,10%,2018-09-24,316992
42022190,List 3,10%,2018-09-24,316992
42022215,List 3,10%,2018-09-24,316992
42022235,List 3,10%,2018-09-24,316992
42022240,List 3,10%,2018-09-24,316992
42022245,List 3,10%,2018-09-24,316992
42022260,List 3,10%,2018-09-24,316992
42022270,List 3,10%,2018-09-24,316992
42022281,List 3,10%,2018-09-24,316992
42022289,List 3,10%,2018-09-24,316992
42022910,List 3,10%,2018-09-24,316992
42022920,List 3,10%,2018-09-24,316992
42022950,List 3,10%,2018-09-24,316992
42022990,List 3,10%,2018-09-24,316992
42023130,List 3,10%,2018-09-24,316998
42023160,List 3,10%,2018-09-24,316998
42023210,List 3,10%,2018-09-24,316998
42023220,List 3,10%,2018-09-24,316998
42023240,List 3,10%,2018-09-24,316998
42023280,List 3,10%,2018-09-24,316998
42023285,List 3,10%,2018-09-24,316998
42023291,List 3,10%,2018-09-24,316998
42023293,List 3,10%,2018-09-24,316998
42023299,List 3,10%,2018-09-24,316998
42023910,List 3,10%,2018-09-24,316998
42023920,List 3,10%,2018-09-24,316998
42023950,List 3,10%,2018-09-24,316998
42023990,List 3,10%,2018-09-24,316998
42029110,List 3,10%,2018-09-24,339920
42029190,List 3,10%,2018-09-24,316998
42029204,List 3,10%,2018-09-24,314910
42029208,List 3,10%,2018-09-24,314910
42029210,List 3,10%,2018-09-24,326199
42029215,List 3,10%,2018-09-24,316998
42029220,List 3,10%,2018-09-24,316998
42029231,List 3,10%,2018-09-24,316998
42029233,List 3,10%,2018-09-24,316998
42029239,List 3,10%,2018-09-24,316998
42029245,List 3,10%,2018-09-24,316998
42029250,List 3,10%,2018-09-24,316998
42029260,List 3,10%,2018-09-24,316998
42029260,List 3,10%,2018-09-24,314910
42029291,List 3,10%,2018-09-24,314910
42029293,List 3,10%,2018-09-24,314910
42029293,List 3,10%,2018-09-24,316998
42029294,List 3,10%,2018-09-24,316998
42029297,List 3,10%,2018-09-24,316998
42029910,List 3,10%,2018-09-24,316998
42029920,List 3,10%,2018-09-24,316998
42029930,List 3,10%,2018-09-24,316998
42029950,List 3,10%,2018-09-24,316998
42029990,List 3,10%,2018-09-24,316998
42031020,List 3,10%,2018-09-24,315280
42031040,List 3,10%,2018-09-24,315280
42032120,List 3,10%,2018-09-24,339920
42032140,List 3,10%,2018-09-24,339920
42032155,List 3,10%,2018-09-24,339920
42032160,List 3,10%,2018-09-24,339920
42032170,List 3,10%,2018-09-24,339920
42032180,List 3,10%,2018-09-24,339920
42032905,List 3,10%,2018-09-24,315990
42032908,List 3,10%,2018-09-24,315990
42032915,List 3,10%,2018-09-24,315990
42032918,List 3,10%,2018-09-24,315990
42032920,List 3,10%,2018-09-24,315990
42032930,List 3,10%,2018-09-24,315990
42032940,List 3,10%,2018-09-24,315990
42032950,List 3,10%,2018-09-24,315990
42033000,List 3,10%,2018-09-24,315990
42034030,List 3,10%,2018-09-24,315990
42034060,List 3,10%,2018-09-24,315990
42050005,List 3,10%,2018-09-24,316998
42050010,List 3,10%,2018-09-24,316998
42050020,List 3,10%,2018-09-24,316998
42050040,List 3,10%,2018-09-24,316998
42050060,List 3,10%,2018-09-24,316998
42050080,List 3,10%,2018-09-24,316998
43021100,List 3,10%,2018-09-24,316110
43021913,List 3,10%,2018-09-24,316110
43021915,List 3,10%,2018-09-24,316110
43021930,List 3,10%,2018-09-24,316110
43021945,List 3,10%,2018-09-24,316110
43021955,List 3,10%,2018-09-24,316110
43021960,List 3,10%,2018-09-24,316110
43021975,List 3,10%,2018-09-24,316110
43022030,List 3,10%,2018-09-24,316110
43022060,List 3,10%,2018-09-24,316110
43022090,List 3,10%,2018-09-24,316110
43023000,List 3,10%,2018-09-24,316110
43031000,List 3,10%,2018-09-24,315280
43039000,List 3,10%,2018-09-24,315280
43040000,List 3,10%,2018-09-24,315990
44011000,List 3,10%,2018-09-24,113310
44012100,List 3,10%,2018-09-24,321113
44012200,List 3,10%,2018-09-24,321113
44013100,List 3,10%,2018-09-24,321999
44013920,List 3,10%,2018-09-24,321999
44013940,List 3,10%,2018-09-24,321999
44021000,List 3,10%,2018-09-24,325194
44029000,List 3,10%,2018-09-24,325194
44031000,List 3,10%,2018-09-24,321114
44032000,List 3,10%,2018-09-24,113310
44034100,List 3,10%,2018-09-24,113310
44034901,List 3,10%,2018-09-24,113310
44039100,List 3,10%,2018-09-24,113310
44039200,List 3,10%,2018-09-24,113310
44039900,List 3,10%,2018-09-24,113310
44041000,List 3,10%,2018-09-24,113310
44042000,List 3,10%,2018-09-24,113310
44050000,List 3,10%,2018-09-24,321999
44061000,List 3,10%,2018-09-24,321113
44069000,List 3,10%,2018-09-24,321114
44071001,List 3,10%,2018-09-24,321113
44071001,List 3,10%,2018-09-24,321114
44072100,List 3,10%,2018-09-24,321113
44072200,List 3,10%,2018-09-24,321113
44072500,List 3,10%,2018-09-24,321113
44072600,List 3,10%,2018-09-24,321113
44072700,List 3,10%,2018-09-24,321113
44072800,List 3,10%,2018-09-24,321113
44072901,List 3,10%,2018-09-24,321113
44079100,List 3,10%,2018-09-24,321113
44079200,List 3,10%,2018-09-24,321113
44079300,List 3,10%,2018-09-24,321113
44079400,List 3,10%,2018-09-24,321113
44079500,List 3,10%,2018-09-24,321113
44079901,List 3,10%,2018-09-24,321113
44081001,List 3,10%,2018-09-24,321212
44083101,List 3,10%,2018-09-24,321211
44083902,List 3,10%,2018-09-24,321211
44089001,List 3,10%,2018-09-24,321211
44091005,List 3,10%,2018-09-24,321999
44091010,List 3,10%,2018-09-24,321113
44091020,List 3,10%,2018-09-24,321918
44091040,List 3,10%,2018-09-24,321918
44091045,List 3,10%,2018-09-24,321918
44091050,List 3,10%,2018-09-24,321918
44091060,List 3,10%,2018-09-24,321999
44091065,List 3,10%,2018-09-24,321999
44091090,List 3,10%,2018-09-24,321999
44092105,List 3,10%,2018-09-24,321999
44092190,List 3,10%,2018-09-24,321999
44092205,List 3,10%,2018-09-24,321918
44092205,List 3,10%,2018-09-24,321999
44092210,List 3,10%,2018-09-24,321113
44092225,List 3,10%,2018-09-24,321918
44092240,List 3,10%,2018-09-24,321918
44092250,List 3,10%,2018-09-24,321918
44092260,List 3,10%,2018-09-24,321999
44092265,List 3,10%,2018-09-24,321999
44092290,List 3,10%,2018-09-24,321999
44092906,List 3,10%,2018-09-24,321918
44092906,List 3,10%,2018-09-24,321999
44092911,List 3,10%,2018-09-24,321113
44092926,List 3,10%,2018-09-24,321918
44092941,List 3,10%,2018-09-24,321918
44092951,List 3,10%,2018-09-24,321918
44092961,List 3,10%,2018-09-24,321999
44092966,List 3,10%,2018-09-24,321999
44092991,List 3,10%,2018-09-24,321999
44101100,List 3,10%,2018-09-24,321219
44101200,List 3,10%,2018-09-24,321219
44101900,List 3,10%,2018-09-24,321219
44109000,List 3,10%,2018-09-24,321219
44111210,List 3,10%,2018-09-24,321219
44111220,List 3,10%,2018-09-24,321219
44111230,List 3,10%,2018-09-24,321219
44111260,List 3,10%,2018-09-24,321219
44111290,List 3,10%,2018-09-24,321219
44111310,List 3,10%,2018-09-24,321219
44111320,List 3,10%,2018-09-24,321219
44111330,List 3,10%,2018-09-24,321219
44111360,List 3,10%,2018-09-24,321219
44111390,List 3,10%,2018-09-24,321219
44111410,List 3,10%,2018-09-24,321219
44111420,List 3,10%,2018-09-24,321219
44111430,List 3,10%,2018-09-24,321219
44111460,List 3,10%,2018-09-24,321219
44111490,List 3,10%,2018-09-24,321219
44119210,List 3,10%,2018-09-24,321219
44119220,List 3,10%,2018-09-24,321219
44119230,List 3,10%,2018-09-24,321219
44119240,List 3,10%,2018-09-24,321219
44119310,List 3,10%,2018-09-24,321219
44119320,List 3,10%,2018-09-24,321219
44119330,List 3,10%,2018-09-24,321219
44119360,List 3,10%,2018-09-24,321219
44119390,List 3,10%,2018-09-24,321219
44119400,List 3,10%,2018-09-24,321219
44121005,List 3,10%,2018-09-24,321212
44121090,List 3,10%,2018-09-24,321212
44123106,List 3,10%,2018-09-24,321211
44123126,List 3,10%,2018-09-24,321211
44123141,List 3,10%,2018-09-24,321211
44123152,List 3,10%,2018-09-24,321918
44123152,List 3,10%,2018-09-24,321211
44123161,List 3,10%,2018-09-24,321211
44123192,List 3,10%,2018-09-24,321211
44123206,List 3,10%,2018-09-24,321211
44123226,List 3,10%,2018-09-24,321211
44123232,List 3,10%,2018-09-24,321211
44123257,List 3,10%,2018-09-24,321211
44123910,List 3,10%,2018-09-24,321212
44123930,List 3,10%,2018-09-24,321212
44123940,List 3,10%,2018-09-24,321212
44123950,List 3,10%,2018-09-24,321212
44129410,List 3,10%,2018-09-24,321211
44129431,List 3,10%,2018-09-24,321918
44129431,List 3,10%,2018-09-24,321211
44129441,List 3,10%,2018-09-24,321211
44129451,List 3,10%,2018-09-24,321211
44129460,List 3,10%,2018-09-24,321212
44129470,List 3,10%,2018-09-24,321212
44129480,List 3,10%,2018-09-24,321212
44129490,List 3,10%,2018-09-24,321212
44129495,List 3,10%,2018-09-24,321212
44129906,List 3,10%,2018-09-24,321211
44129910,List 3,10%,2018-09-24,321211
44129931,List 3,10%,2018-09-24,321211
44129941,List 3,10%,2018-09-24,321211
44129951,List 3,10%,2018-09-24,321211
44129957,List 3,10%,2018-09-24,321212
44129960,List 3,10%,2018-09-24,321212
44129970,List 3,10%,2018-09-24,321212
44129980,List 3,10%,2018-09-24,321212
44129990,List 3,10%,2018-09-24,321212
44129995,List 3,10%,2018-09-24,321212
44130000,List 3,10%,2018-09-24,321219
44151030,List 3,10%,2018-09-24,321920
44151060,List 3,10%,2018-09-24,321920
44151090,List 3,10%,2018-09-24,321920
44152040,List 3,10%,2018-09-24,321920
44152080,List 3,10%,2018-09-24,321920
44160030,List 3,10%,2018-09-24,321920
44160060,List 3,10%,2018-09-24,321920
44160090,List 3,10%,2018-09-24,321920
44170060,List 3,10%,2018-09-24,321999
44170080,List 3,10%,2018-09-24,321999
44181000,List 3,10%,2018-09-24,321911
44182040,List 3,10%,2018-09-24,321911
44182080,List 3,10%,2018-09-24,321911
44184000,List 3,10%,2018-09-24,321213
44185000,List 3,10%,2018-09-24,321113
44186000,List 3,10%,2018-09-24,321213
44187310,List 3,10%,2018-09-24,321918
44187320,List 3,10%,2018-09-24,321918
44187330,List 3,10%,2018-09-24,321918
44187340,List 3,10%,2018-09-24,321918
44187360,List 3,10%,2018-09-24,321918
44187370,List 3,10%,2018-09-24,321918
44187390,List 3,10%,2018-09-24,321918
44187410,List 3,10%,2018-09-24,321918
44187420,List 3,10%,2018-09-24,321918
44187490,List 3,10%,2018-09-24,321918
44187540,List 3,10%,2018-09-24,321918
44187570,List 3,10%,2018-09-24,321918
44187901,List 3,10%,2018-09-24,321918
44189110,List 3,10%,2018-09-24,321113
44189190,List 3,10%,2018-09-24,321918
44189190,List 3,10%,2018-09-24,321213
44189190,List 3,10%,2018-09-24,321214
44189190,List 3,10%,2018-09-24,321992
44189910,List 3,10%,2018-09-24,321113
44189990,List 3,10%,2018-09-24,321918
44189990,List 3,10%,2018-09-24,321213
44189990,List 3,10%,2018-09-24,321214
44189990,List 3,10%,2018-09-24,321992
44209045,List 3,10%,2018-09-24,321920
44209065,List 3,10%,2018-09-24,321920
44209080,List 3,10%,2018-09-24,321999
44219110,List 3,10%,2018-09-24,321999
44219120,List 3,10%,2018-09-24,321999
44219170,List 3,10%,2018-09-24,321999
44219193,List 3,10%,2018-09-24,321999
44219194,List 3,10%,2018-09-24,321213
44219197,List 3,10%,2018-09-24,321999
44219197,List 3,10%,2018-09-24,339995
44219910,List 3,10%,2018-09-24,321999
44219915,List 3,10%,2018-09-24,321999
44219920,List 3,10%,2018-09-24,321999
44219970,List 3,10%,2018-09-24,321999
44219993,List 3,10%,2018-09-24,321999
44219994,List 3,10%,2018-09-24,321213
44219997,List 3,10%,2018-09-24,321999
44219997,List 3,10%,2018-09-24,339995
45011000,List 3,10%,2018-09-24,321999
45019020,List 3,10%,2018-09-24,321999
45019040,List 3,10%,2018-09-24,321999
45020000,List 3,10%,2018-09-24,321999
45031020,List 3,10%,2018-09-24,321999
45031030,List 3,10%,2018-09-24,321999
45031040,List 3,10%,2018-09-24,321999
45031060,List 3,10%,2018-09-24,321999
45039020,List 3,10%,2018-09-24,321999
45039040,List 3,10%,2018-09-24,321999
45039060,List 3,10%,2018-09-24,321999
45041010,List 3,10%,2018-09-24,321999
45041020,List 3,10%,2018-09-24,321999
45041030,List 3,10%,2018-09-24,321999
45041040,List 3,10%,2018-09-24,321999
45041045,List 3,10%,2018-09-24,321999
45041047,List 3,10%,2018-09-24,321999
45041050,List 3,10%,2018-09-24,321999
45049000,List 3,10%,2018-09-24,321999
46012140,List 3,10%,2018-09-24,321999
46012180,List 3,10%,2018-09-24,321999
46012190,List 3,10%,2018-09-24,321999
46012240,List 3,10%,2018-09-24,321999
46012280,List 3,10%,2018-09-24,321999
46012290,List 3,10%,2018-09-24,321999
46012940,List 3,10%,2018-09-24,321999
46012960,List 3,10%,2018-09-24,321999
46012980,List 3,10%,2018-09-24,321999
46012990,List 3,10%,2018-09-24,321999
46019205,List 3,10%,2018-09-24,321999
46019220,List 3,10%,2018-09-24,321999
46019301,List 3,10%,2018-09-24,321999
46019305,List 3,10%,2018-09-24,321999
46019320,List 3,10%,2018-09-24,321999
46019405,List 3,10%,2018-09-24,321999
46019420,List 3,10%,2018-09-24,321999
46019440,List 3,10%,2018-09-24,321999
46019905,List 3,10%,2018-09-24,321999
46019990,List 3,10%,2018-09-24,321999
46021105,List 3,10%,2018-09-24,339920
46021107,List 3,10%,2018-09-24,321999
46021109,List 3,10%,2018-09-24,321999
46021121,List 3,10%,2018-09-24,316998
46021135,List 3,10%,2018-09-24,321999
46021145,List 3,10%,2018-09-24,321999
46021205,List 3,10%,2018-09-24,339920
46021214,List 3,10%,2018-09-24,321999
46021216,List 3,10%,2018-09-24,321999
46021223,List 3,10%,2018-09-24,316998
46021225,List 3,10%,2018-09-24,316998
46021235,List 3,10%,2018-09-24,321999
46021245,List 3,10%,2018-09-24,321999
46021905,List 3,10%,2018-09-24,339920
46021912,List 3,10%,2018-09-24,321999
46021914,List 3,10%,2018-09-24,321999
46021916,List 3,10%,2018-09-24,321999
46021917,List 3,10%,2018-09-24,321999
46021918,List 3,10%,2018-09-24,321999
46021922,List 3,10%,2018-09-24,316998
46021923,List 3,10%,2018-09-24,316998
46021925,List 3,10%,2018-09-24,316998
46021929,List 3,10%,2018-09-24,316992
46021929,List 3,10%,2018-09-24,316998
46021935,List 3,10%,2018-09-24,321999
46021945,List 3,10%,2018-09-24,321999
46021960,List 3,10%,2018-09-24,321999
46021980,List 3,10%,2018-09-24,321999
46029000,List 3,10%,2018-09-24,321999
47010000,List 3,10%,2018-09-24,322110
47020000,List 3,10%,2018-09-24,322110
47031100,List 3,10%,2018-09-24,322110
47031900,List 3,10%,2018-09-24,322110
47032100,List 3,10%,2018-09-24,322110
47032900,List 3,10%,2018-09-24,322110
47041100,List 3,10%,2018-09-24,322110
47041900,List 3,10%,2018-09-24,322110
47042100,List 3,10%,2018-09-24,322110
47042900,List 3,10%,2018-09-24,322110
47050000,List 3,10%,2018-09-24,322110
47061000,List 3,10%,2018-09-24,322110
47062000,List 3,10%,2018-09-24,322110
47063000,List 3,10%,2018-09-24,322110
47069100,List 3,10%,2018-09-24,322110
47069201,List 3,10%,2018-09-24,322110
47069301,List 3,10%,2018-09-24,322110
47071000,List 3,10%,2018-09-24,910000
47072000,List 3,10%,2018-09-24,910000
47073000,List 3,10%,2018-09-24,910000
47079000,List 3,10%,2018-09-24,910000
48010001,List 3,10%,2018-09-24,322122
48021000,List 3,10%,2018-09-24,322230
48022010,List 3,10%,2018-09-24,322121
48022020,List 3,10%,2018-09-24,322121
48022040,List 3,10%,2018-09-24,322121
48024000,List 3,10%,2018-09-24,322122
48025410,List 3,10%,2018-09-24,322121
48025420,List 3,10%,2018-09-24,322121
48025431,List 3,10%,2018-09-24,322121
48025450,List 3,10%,2018-09-24,322121
48025461,List 3,10%,2018-09-24,322299
48025510,List 3,10%,2018-09-24,322121
48025520,List 3,10%,2018-09-24,322121
48025530,List 3,10%,2018-09-24,322121
48025540,List 3,10%,2018-09-24,322121
48025560,List 3,10%,2018-09-24,322121
48025570,List 3,10%,2018-09-24,322121
48025610,List 3,10%,2018-09-24,322121
48025620,List 3,10%,2018-09-24,322121
48025630,List 3,10%,2018-09-24,322121
48025640,List 3,10%,2018-09-24,322121
48025660,List 3,10%,2018-09-24,322121
48025670,List 3,10%,2018-09-24,322121
48025710,List 3,10%,2018-09-24,322121
48025720,List 3,10%,2018-09-24,322121
48025730,List 3,10%,2018-09-24,322121
48025740,List 3,10%,2018-09-24,322121
48025810,List 3,10%,2018-09-24,322121
48025820,List 3,10%,2018-09-24,322121
48025820,List 3,10%,2018-09-24,322130
48025850,List 3,10%,2018-09-24,322130
48025860,List 3,10%,2018-09-24,322130
48026110,List 3,10%,2018-09-24,322122
48026120,List 3,10%,2018-09-24,322122
48026131,List 3,10%,2018-09-24,322122
48026150,List 3,10%,2018-09-24,322121
48026160,List 3,10%,2018-09-24,322121
48026160,List 3,10%,2018-09-24,322122
48026210,List 3,10%,2018-09-24,322122
48026220,List 3,10%,2018-09-24,322122
48026230,List 3,10%,2018-09-24,322122
48026250,List 3,10%,2018-09-24,322121
48026261,List 3,10%,2018-09-24,322121
48026910,List 3,10%,2018-09-24,322122
48026920,List 3,10%,2018-09-24,322122
48026930,List 3,10%,2018-09-24,322122
48030020,List 3,10%,2018-09-24,322121
48030040,List 3,10%,2018-09-24,322121
48041100,List 3,10%,2018-09-24,322130
48041900,List 3,10%,2018-09-24,322130
48042100,List 3,10%,2018-09-24,322121
48042900,List 3,10%,2018-09-24,322121
48043110,List 3,10%,2018-09-24,322121
48043120,List 3,10%,2018-09-24,322121
48043140,List 3,10%,2018-09-24,322121
48043160,List 3,10%,2018-09-24,322121
48043920,List 3,10%,2018-09-24,322121
48043940,List 3,10%,2018-09-24,322121
48043960,List 3,10%,2018-09-24,322121
48043960,List 3,10%,2018-09-24,322130
48044120,List 3,10%,2018-09-24,322121
48044140,List 3,10%,2018-09-24,322130
48044200,List 3,10%,2018-09-24,322130
48044900,List 3,10%,2018-09-24,322130
48045100,List 3,10%,2018-09-24,322130
48045200,List 3,10%,2018-09-24,322130
48045900,List 3,10%,2018-09-24,322130
48051100,List 3,10%,2018-09-24,322130
48051210,List 3,10%,2018-09-24,322121
48051220,List 3,10%,2018-09-24,322121
48051910,List 3,10%,2018-09-24,322121
48051920,List 3,10%,2018-09-24,322121
48052450,List 3,10%,2018-09-24,322130
48052470,List 3,10%,2018-09-24,322130
48052490,List 3,10%,2018-09-24,322130
48052500,List 3,10%,2018-09-24,322130
48053000,List 3,10%,2018-09-24,322220
48054000,List 3,10%,2018-09-24,322299
48055000,List 3,10%,2018-09-24,322121
48059110,List 3,10%,2018-09-24,322130
48059120,List 3,10%,2018-09-24,322121
48059150,List 3,10%,2018-09-24,322121
48059170,List 3,10%,2018-09-24,322121
48059190,List 3,10%,2018-09-24,322121
48059220,List 3,10%,2018-09-24,322130
48059240,List 3,10%,2018-09-24,322130
48059240,List 3,10%,2018-09-24,322121
48059320,List 3,10%,2018-09-24,322130
48059340,List 3,10%,2018-09-24,322130
48059340,List 3,10%,2018-09-24,322121
48061000,List 3,10%,2018-09-24,322121
48062000,List 3,10%,2018-09-24,322121
48063000,List 3,10%,2018-09-24,322121
48064000,List 3,10%,2018-09-24,322121
48070010,List 3,10%,2018-09-24,322130
48070091,List 3,10%,2018-09-24,322121
48070092,List 3,10%,2018-09-24,322121
48070094,List 3,10%,2018-09-24,322130
48081000,List 3,10%,2018-09-24,322211
48084000,List 3,10%,2018-09-24,322121
48089020,List 3,10%,2018-09-24,322121
48089040,List 3,10%,2018-09-24,322121
48089060,List 3,10%,2018-09-24,322121
48092020,List 3,10%,2018-09-24,322121
48092040,List 3,10%,2018-09-24,322121
48099020,List 3,10%,2018-09-24,339940
48099040,List 3,10%,2018-09-24,339940
48099060,List 3,10%,2018-09-24,339940
48099071,List 3,10%,2018-09-24,339940
48099080,List 3,10%,2018-09-24,339940
48101311,List 3,10%,2018-09-24,322121
48101313,List 3,10%,2018-09-24,322121
48101319,List 3,10%,2018-09-24,322121
48101320,List 3,10%,2018-09-24,322130
48101350,List 3,10%,2018-09-24,322299
48101360,List 3,10%,2018-09-24,322121
48101370,List 3,10%,2018-09-24,322121
48101411,List 3,10%,2018-09-24,322121
48101413,List 3,10%,2018-09-24,322121
48101419,List 3,10%,2018-09-24,322121
48101420,List 3,10%,2018-09-24,322130
48101450,List 3,10%,2018-09-24,322299
48101460,List 3,10%,2018-09-24,322121
48101470,List 3,10%,2018-09-24,322121
48101911,List 3,10%,2018-09-24,322121
48101913,List 3,10%,2018-09-24,322121
48101919,List 3,10%,2018-09-24,322121
48101920,List 3,10%,2018-09-24,322130
48102210,List 3,10%,2018-09-24,322121
48102250,List 3,10%,2018-09-24,322230
48102250,List 3,10%,2018-09-24,322299
48102260,List 3,10%,2018-09-24,322121
48102270,List 3,10%,2018-09-24,322121
48102910,List 3,10%,2018-09-24,322121
48102950,List 3,10%,2018-09-24,322299
