fips,year,firms,bds_emp,firm_birth_rate
48171,2015,868.0,8890.0,
48173,2015,26.0,238.0,
48175,2015,154.0,1331.0,
48177,2015,395.0,5375.0,
48179,2015,540.0,7110.0,
48181,2015,2148.0,38974.0,
48183,2015,3277.0,67399.0,
48185,2015,379.0,7002.0,
48187,2015,1723.0,33054.0,
48189,2015,587.0,8578.0,
48191,2015,65.0,588.0,
48193,2015,187.0,1615.0,
48195,2015,133.0,1200.0,
48197,2015,69.0,681.0,
48199,2015,691.0,9466.0,
48201,2015,69914.0,2041700.0,
48203,2015,1171.0,22523.0,
48205,2015,111.0,1303.0,
48207,2015,125.0,1112.0,
48209,2015,3109.0,62023.0,
48211,2015,146.0,1721.0,
48213,2015,1145.0,13527.0,
48215,2015,8787.0,185976.0,
48217,2015,546.0,6648.0,
48219,2015,436.0,7800.0,
48221,2015,1103.0,14353.0,
48223,2015,648.0,10567.0,
48225,2015,325.0,3579.0,
48227,2015,629.0,9771.0,
48229,2015,31.0,326.0,
48231,2015,1260.0,24240.0,
48233,2015,422.0,6691.0,
48235,2015,60.0,674.0,
48237,2015,212.0,1946.0,
48239,2015,292.0,6071.0,
48241,2015,527.0,8664.0,
48243,2015,53.0,368.0,
48245,2015,4426.0,105864.0,
48247,2015,79.0,601.0,
48249,2015,759.0,16188.0,
48251,2015,2357.0,37713.0,
48253,2015,228.0,1949.0,
48255,2015,297.0,5356.0,
48257,2015,1492.0,23950.0,
48259,2015,1097.0,12323.0,
48261,2015,11.0,176.0,
48263,2015,13.0,97.0,
48265,2015,1246.0,15570.0,
48267,2015,125.0,962.0,
48269,2015,,,
48271,2015,29.0,519.0,
48273,2015,492.0,7036.0,
48275,2015,76.0,681.0,
48277,2015,1049.0,17066.0,
48279,2015,199.0,2062.0,
48281,2015,324.0,3763.0,
48283,2015,136.0,2325.0,
48285,2015,431.0,5315.0,
48287,2015,377.0,6054.0,
48289,2015,306.0,4765.0,
48291,2015,879.0,12506.0,
48293,2015,320.0,4818.0,
48295,2015,78.0,1086.0,
48297,2015,271.0,3615.0,
48299,2015,357.0,2983.0,
48301,2015,,,
48303,2015,5513.0,112488.0,
48305,2015,92.0,735.0,
48307,2015,190.0,2520.0,
48309,2015,4001.0,100895.0,
48311,2015,37.0,611.0,
48313,2015,226.0,2846.0,
48315,2015,156.0,1720.0,
48317,2015,111.0,1677.0,
48319,2015,125.0,810.0,
48321,2015,622.0,8254.0,
48323,2015,690.0,12700.0,
48325,2015,607.0,6943.0,
48327,2015,43.0,198.0,
48329,2015,4266.0,89497.0,
48331,2015,352.0,4360.0,
48333,2015,102.0,828.0,
48335,2015,122.0,1317.0,
48337,2015,394.0,4209.0,
48339,2015,8406.0,155668.0,
48341,2015,393.0,7921.0,
48343,2015,204.0,3632.0,
48345,2015,28.0,158.0,
48347,2015,1126.0,17881.0,
48349,2015,817.0,13749.0,
48351,2015,146.0,1417.0,
48353,2015,325.0,4426.0,
48355,2015,6098.0,142007.0,
48357,2015,325.0,3988.0,
48359,2015,40.0,592.0,
48361,2015,1126.0,19743.0,
48363,2015,579.0,6392.0,
48365,2015,437.0,7491.0,
48367,2015,2229.0,29847.0,
48369,2015,176.0,3512.0,
48371,2015,289.0,4129.0,
48373,2015,655.0,8494.0,
48375,2015,2836.0,63786.0,
48377,2015,112.0,864.0,
48379,2015,147.0,1389.0,
48381,2015,2132.0,30943.0,
48383,2015,131.0,2029.0,
48385,2015,80.0,630.0,
48387,2015,138.0,1297.0,
48389,2015,224.0,3653.0,
48391,2015,142.0,2016.0,
48393,2015,19.0,124.0,
48395,2015,234.0,3080.0,
48397,2015,1704.0,23005.0,
48399,2015,199.0,2108.0,
48401,2015,747.0,11514.0,
48403,2015,137.0,1395.0,
48405,2015,112.0,1124.0,
48407,2015,192.0,1275.0,
48409,2015,856.0,15767.0,
48411,2015,143.0,997.0,
48413,2015,49.0,552.0,
48415,2015,393.0,5812.0,
48417,2015,123.0,1352.0,
48419,2015,443.0,6056.0,
48421,2015,60.0,410.0,
48423,2015,4661.0,92837.0,
48425,2015,174.0,3310.0,
48427,2015,444.0,9330.0,
48429,2015,227.0,2302.0,
48431,2015,48.0,652.0,
48433,2015,47.0,429.0,
48435,2015,111.0,937.0,
48437,2015,123.0,899.0,
48439,2015,27916.0,731767.0,
48441,2015,2721.0,57006.0,
48443,2015,16.0,61.0,
48445,2015,213.0,2564.0,
48447,2015,48.0,257.0,
48449,2015,559.0,15141.0,
48451,2015,2279.0,41198.0,
48453,2015,24553.0,552416.0,
48455,2015,143.0,1643.0,
48457,2015,241.0,2608.0,
48459,2015,432.0,4709.0,
48461,2015,75.0,1457.0,
48463,2015,549.0,7023.0,
48465,2015,674.0,10213.0,
48467,2015,773.0,7676.0,
48469,2015,1989.0,35339.0,
48471,2015,867.0,12312.0,
48473,2015,704.0,13844.0,
48475,2015,272.0,5920.0,
48477,2015,782.0,12946.0,
48479,2015,4186.0,74578.0,
48481,2015,853.0,11767.0,
48483,2015,167.0,1612.0,
48485,2015,2572.0,45184.0,
48487,2015,277.0,3714.0,
48489,2015,163.0,2436.0,
48491,2015,7333.0,144754.0,
48493,2015,594.0,6430.0,
48495,2015,149.0,1797.0,
48497,2015,1156.0,19505.0,
48499,2015,703.0,8039.0,
48501,2015,153.0,2292.0,
48503,2015,530.0,6220.0,
48505,2015,138.0,1734.0,
48507,2015,94.0,1759.0,
48999,2015,655.0,386182.0,
49001,2015,153.0,1761.0,
49003,2015,865.0,16431.0,
49005,2015,2456.0,41691.0,
49007,2015,431.0,6125.0,
49009,2015,16.0,90.0,
49011,2015,5163.0,80509.0,
49013,2015,551.0,4567.0,
49015,2015,148.0,2477.0,
49017,2015,123.0,1575.0,
49019,2015,382.0,4048.0,
49021,2015,1030.0,12218.0,
49023,2015,173.0,2566.0,
49025,2015,204.0,2453.0,
49027,2015,223.0,2990.0,
49029,2015,203.0,1456.0,
49031,2015,17.0,70.0,
49033,2015,78.0,619.0,
49035,2015,22165.0,565265.0,
49037,2015,205.0,2545.0,
49039,2015,352.0,4823.0,
49041,2015,455.0,6471.0,
49043,2015,1753.0,27960.0,
49045,2015,699.0,10752.0,
49047,2015,1051.0,12701.0,
49049,2015,9104.0,187641.0,
49051,2015,777.0,6595.0,
49053,2015,3791.0,44678.0,
49055,2015,69.0,533.0,
49057,2015,4097.0,77275.0,
49999,2015,299.0,69602.0,
50001,2015,975.0,13904.0,
50003,2015,1157.0,15326.0,
50005,2015,754.0,9013.0,
50007,2015,4430.0,87619.0,
50009,2015,93.0,497.0,
50011,2015,841.0,12769.0,
50013,2015,152.0,658.0,
50015,2015,805.0,12363.0,
50017,2015,608.0,6275.0,
50019,2015,645.0,8102.0,
50021,2015,1765.0,23722.0,
50023,2015,1849.0,26923.0,
50025,2015,1401.0,21105.0,
50027,2015,1609.0,26098.0,
50999,2015,137.0,1575.0,
51001,2015,593.0,8537.0,
51003,2015,2210.0,44207.0,
51005,2015,235.0,2855.0,
51007,2015,252.0,2040.0,
51009,2015,501.0,6472.0,
51011,2015,262.0,2299.0,
51013,2015,4392.0,138682.0,
51015,2015,1188.0,18399.0,
51017,2015,108.0,2056.0,
51019,2015,1436.0,15923.0,
51021,2015,74.0,1432.0,
51023,2015,595.0,9757.0,
51025,2015,223.0,2324.0,
51027,2015,359.0,5407.0,
51029,2015,218.0,1833.0,
51031,2015,959.0,16460.0,
51033,2015,316.0,3687.0,
51035,2015,352.0,4172.0,
51036,2015,124.0,1455.0,
51037,2015,183.0,1605.0,
51041,2015,5440.0,110611.0,
51043,2015,314.0,2864.0,
51045,2015,48.0,318.0,
51047,2015,862.0,12344.0,
51049,2015,124.0,896.0,
51051,2015,182.0,2172.0,
51053,2015,312.0,4198.0,
51057,2015,271.0,3997.0,
51059,2015,22026.0,591338.0,
51061,2015,1650.0,19172.0,
51063,2015,289.0,2146.0,
51065,2015,343.0,2610.0,
51067,2015,1026.0,14296.0,
51069,2015,1246.0,24414.0,
51071,2015,241.0,3748.0,
51073,2015,725.0,7157.0,
51075,2015,595.0,16822.0,
51077,2015,125.0,1128.0,
51079,2015,299.0,2728.0,
51081,2015,78.0,1902.0,
51083,2015,606.0,9774.0,
51085,2015,2697.0,46440.0,
51087,2015,6708.0,167603.0,
51089,2015,686.0,11852.0,
51091,2015,83.0,430.0,
51093,2015,561.0,8877.0,
51095,2015,1370.0,21544.0,
51097,2015,103.0,618.0,
51099,2015,387.0,5437.0,
51101,2015,282.0,2774.0,
51103,2015,401.0,3996.0,
51105,2015,234.0,2674.0,
51107,2015,7657.0,142496.0,
51109,2015,477.0,5650.0,
51111,2015,163.0,1890.0,
51113,2015,241.0,2359.0,
51115,2015,159.0,1017.0,
51117,2015,661.0,9835.0,
51119,2015,273.0,2029.0,
51121,2015,1585.0,29530.0,
51125,2015,338.0,3153.0,
51127,2015,327.0,3133.0,
51131,2015,268.0,2947.0,
51133,2015,269.0,1974.0,
51135,2015,264.0,3628.0,
51137,2015,558.0,7995.0,
51139,2015,343.0,3881.0,
51141,2015,259.0,4148.0,
51143,2015,745.0,8639.0,
51145,2015,611.0,5211.0,
51147,2015,465.0,6610.0,
51149,2015,386.0,9779.0,
51153,2015,5912.0,95651.0,
51155,2015,516.0,12484.0,
51157,2015,166.0,896.0,
51159,2015,155.0,1558.0,
51161,2015,1753.0,29855.0,
51163,2015,365.0,4798.0,
51165,2015,1194.0,26898.0,
51167,2015,361.0,5748.0,
51169,2015,239.0,3667.0,
51171,2015,711.0,11825.0,
51173,2015,437.0,9632.0,
51175,2015,188.0,2150.0,
51177,2015,1973.0,29528.0,
51179,2015,1766.0,27039.0,
51181,2015,60.0,1298.0,
51183,2015,149.0,1977.0,
51185,2015,822.0,12881.0,
51187,2015,674.0,9992.0,
51191,2015,989.0,18539.0,
51193,2015,265.0,2425.0,
51195,2015,563.0,8679.0,
51197,2015,567.0,9602.0,
51199,2015,1146.0,17801.0,
51510,2015,3726.0,80340.0,
51520,2015,561.0,9167.0,
51530,2015,99.0,2248.0,
51540,2015,1731.0,28153.0,
51550,2015,4145.0,86854.0,
51570,2015,543.0,9337.0,
51580,2015,190.0,3529.0,
51590,2015,1024.0,22515.0,
51595,2015,215.0,3839.0,
51600,2015,1520.0,21639.0,
51610,2015,745.0,9147.0,
51620,2015,247.0,3461.0,
51630,2015,1141.0,23085.0,
51640,2015,276.0,5805.0,
51650,2015,1831.0,41804.0,
51660,2015,1307.0,24907.0,
51670,2015,392.0,6713.0,
51678,2015,252.0,3668.0,
51680,2015,1764.0,56208.0,
51683,2015,1207.0,19133.0,
51685,2015,270.0,2739.0,
51690,2015,461.0,8263.0,
51700,2015,2813.0,88824.0,
51710,2015,3845.0,103881.0,
51720,2015,208.0,4980.0,
51730,2015,610.0,13382.0,
51735,2015,178.0,1300.0,
51740,2015,1352.0,25922.0,
51750,2015,238.0,3507.0,
51760,2015,4739.0,119817.0,
51770,2015,2430.0,67138.0,
51775,2015,831.0,18941.0,
51790,2015,685.0,11486.0,
51800,2015,1257.0,21931.0,
51810,2015,8125.0,151167.0,
51820,2015,552.0,9991.0,
51830,2015,468.0,14299.0,
51840,2015,1144.0,25081.0,
51999,2015,373.0,58546.0,
53001,2015,312.0,4621.0,
53003,2015,371.0,5399.0,
53005,2015,3353.0,61483.0,
53007,2015,2080.0,27786.0,
53009,2015,1684.0,16998.0,
53011,2015,8045.0,127500.0,
53013,2015,102.0,765.0,
53015,2015,1793.0,30932.0,
53017,2015,616.0,7495.0,
53019,2015,121.0,1120.0,
53021,2015,1230.0,18699.0,
53023,2015,39.0,311.0,
53025,2015,1453.0,20538.0,
53027,2015,1376.0,15322.0,
53029,2015,1441.0,12031.0,
53031,2015,871.0,6650.0,
53033,2015,47561.0,1109696.0,
53035,2015,4438.0,57177.0,
53037,2015,1020.0,11228.0,
53039,2015,462.0,3901.0,
53041,2015,1555.0,20355.0,
53043,2015,183.0,1531.0,
53045,2015,875.0,9929.0,
53047,2015,894.0,8273.0,
53049,2015,490.0,3983.0,
53051,2015,198.0,1643.0,
53053,2015,13017.0,249395.0,
53055,2015,821.0,4443.0,
53057,2015,2852.0,38925.0,
53059,2015,151.0,1409.0,
53061,2015,13792.0,214265.0,
53063,2015,9479.0,180977.0,
53065,2015,678.0,6890.0,
53067,2015,4848.0,68145.0,
53069,2015,69.0,416.0,
53071,2015,1183.0,20167.0,
53073,2015,5150.0,72054.0,
53075,2015,710.0,10079.0,
53077,2015,3696.0,66989.0,
53999,2015,337.0,35280.0,
54001,2015,204.0,3251.0,
54003,2015,1266.0,22779.0,
54005,2015,220.0,4758.0,
54007,2015,218.0,3284.0,
54009,2015,367.0,8315.0,
54011,2015,1786.0,43713.0,
54013,2015,82.0,814.0,
54015,2015,74.0,790.0,
54017,2015,77.0,816.0,
54019,2015,621.0,8685.0,
54021,2015,119.0,1199.0,
54023,2015,208.0,2817.0,
54025,2015,721.0,10854.0,
54027,2015,272.0,2692.0,
54029,2015,450.0,8429.0,
54031,2015,215.0,4930.0,
54033,2015,1461.0,27806.0,
54035,2015,428.0,6986.0,
54037,2015,736.0,13922.0,
54039,2015,3673.0,83759.0,
54041,2015,322.0,5189.0,
54043,2015,164.0,1911.0,
54045,2015,508.0,9557.0,
54047,2015,214.0,2587.0,
54049,2015,961.0,16420.0,
54051,2015,394.0,9276.0,
54053,2015,281.0,4006.0,
54055,2015,953.0,17707.0,
54057,2015,380.0,5750.0,
54059,2015,327.0,3435.0,
54061,2015,1846.0,47324.0,
54063,2015,152.0,1229.0,
54065,2015,200.0,1959.0,
54067,2015,499.0,7065.0,
54069,2015,1140.0,28031.0,
54071,2015,121.0,1134.0,
54073,2015,111.0,2320.0,
54075,2015,178.0,3106.0,
54077,2015,441.0,5215.0,
54079,2015,1006.0,17166.0,
54081,2015,1379.0,27686.0,
54083,2015,577.0,9451.0,
54085,2015,166.0,3017.0,
54087,2015,201.0,2274.0,
54089,2015,153.0,1775.0,
54091,2015,190.0,2634.0,
54093,2015,143.0,2109.0,
54095,2015,95.0,1943.0,
54097,2015,451.0,6286.0,
54099,2015,518.0,9880.0,
54101,2015,115.0,1023.0,
54103,2015,297.0,4400.0,
54105,2015,44.0,285.0,
54107,2015,1633.0,31847.0,
54109,2015,231.0,3168.0,
54999,2015,223.0,9409.0,
55001,2015,337.0,6368.0,
55003,2015,438.0,5997.0,
55005,2015,1105.0,16552.0,
55007,2015,347.0,2614.0,
55009,2015,4977.0,144367.0,
55011,2015,256.0,2844.0,
55013,2015,329.0,3437.0,
55015,2015,798.0,13770.0,
55017,2015,1274.0,22388.0,
55019,2015,635.0,9007.0,
55021,2015,1086.0,16669.0,
55023,2015,317.0,6252.0,
55025,2015,10280.0,266915.0,
55027,2015,1424.0,31458.0,
55029,2015,977.0,10346.0,
55031,2015,855.0,13870.0,
55033,2015,745.0,13159.0,
55035,2015,2148.0,51311.0,
55037,2015,106.0,709.0,
55039,2015,1847.0,42678.0,
55041,2015,196.0,1678.0,
55043,2015,991.0,13529.0,
55045,2015,812.0,12992.0,
55047,2015,407.0,5708.0,
55049,2015,471.0,9335.0,
55051,2015,170.0,1369.0,
55053,2015,338.0,5786.0,
55055,2015,1580.0,29798.0,
55057,2015,441.0,6456.0,
55059,2015,2530.0,53497.0,
55061,2015,388.0,4867.0,
55063,2015,2342.0,61242.0,
55065,2015,297.0,2944.0,
55067,2015,482.0,6282.0,
55069,2015,576.0,9036.0,
55071,2015,1487.0,29795.0,
55073,2015,2603.0,63291.0,
55075,2015,839.0,15507.0,
55077,2015,241.0,2989.0,
55078,2015,21.0,858.0,
55079,2015,13645.0,448583.0,
55081,2015,778.0,15417.0,
55083,2015,618.0,7303.0,
55085,2015,1091.0,13984.0,
55087,2015,3931.0,99610.0,
55089,2015,2289.0,38792.0,
55091,2015,178.0,1766.0,
55093,2015,647.0,6876.0,
55095,2015,922.0,13302.0,
55097,2015,1359.0,29994.0,
55099,2015,354.0,4688.0,
55101,2015,3154.0,68078.0,
55103,2015,334.0,4889.0,
55105,2015,2580.0,56938.0,
55107,2015,257.0,4294.0,
55109,2015,1858.0,29402.0,
55111,2015,1421.0,30178.0,
55113,2015,538.0,5103.0,
55115,2015,759.0,10419.0,
55117,2015,2090.0,53917.0,
55119,2015,411.0,7237.0,
55121,2015,526.0,12658.0,
55123,2015,498.0,7182.0,
55125,2015,741.0,5579.0,
55127,2015,2180.0,36682.0,
55129,2015,410.0,4155.0,
55131,2015,2674.0,52081.0,
55133,2015,9751.0,234483.0,
55135,2015,985.0,15900.0,
55137,2015,392.0,4569.0,
55139,2015,2687.0,79177.0,
55141,2015,1467.0,35654.0,
55999,2015,309.0,33586.0,
56001,2015,902.0,10171.0,
56003,2015,258.0,2723.0,
56005,2015,1311.0,22932.0,
56007,2015,424.0,4210.0,
56009,2015,405.0,5095.0,
56011,2015,193.0,1513.0,
56013,2015,1135.0,11227.0,
56015,2015,298.0,2932.0,
56017,2015,158.0,1615.0,
56019,2015,355.0,2275.0,
56021,2015,2510.0,34189.0,
56023,2015,505.0,4203.0,
56025,2015,2499.0,36508.0,
56027,2015,72.0,380.0,
56029,2015,1027.0,9439.0,
56031,2015,233.0,2292.0,
56033,2015,1031.0,12609.0,
56035,2015,362.0,3618.0,
56037,2015,1118.0,17150.0,
56039,2015,1525.0,17251.0,
56041,2015,502.0,8208.0,
56043,2015,315.0,2811.0,
56045,2015,184.0,1658.0,
56999,2015,137.0,5360.0,
01001,2016,658.0,7855.0,
01003,2016,4146.0,62208.0,
01005,2016,383.0,6850.0,
01007,2016,251.0,3409.0,
01009,2016,602.0,6570.0,
01011,2016,99.0,2096.0,
01013,2016,366.0,6262.0,
01015,2016,1849.0,36547.0,
01017,2016,504.0,7024.0,
01019,2016,322.0,3748.0,
01021,2016,676.0,7697.0,
01023,2016,225.0,2837.0,
01025,2016,495.0,6916.0,
01027,2016,172.0,3261.0,
01029,2016,149.0,1771.0,
01031,2016,835.0,12586.0,
01033,2016,1011.0,22585.0,
01035,2016,172.0,2357.0,
01037,2016,90.0,972.0,
01039,2016,707.0,10429.0,
01041,2016,185.0,3254.0,
01043,2016,1460.0,24198.0,
01045,2016,633.0,11586.0,
01047,2016,641.0,10379.0,
01049,2016,917.0,17329.0,
01051,2016,1034.0,17653.0,
01053,2016,608.0,10589.0,
01055,2016,1662.0,30991.0,
01057,2016,253.0,3172.0,
01059,2016,438.0,9695.0,
01061,2016,351.0,3953.0,
01063,2016,100.0,1372.0,
01065,2016,147.0,1604.0,
01067,2016,254.0,3393.0,
01069,2016,2214.0,42489.0,
01071,2016,744.0,13774.0,
01073,2016,11918.0,306156.0,
01075,2016,214.0,3208.0,
01077,2016,1656.0,25595.0,
01079,2016,353.0,3342.0,
01081,2016,2177.0,44404.0,
01083,2016,1210.0,18352.0,
01085,2016,92.0,1738.0,
01087,2016,216.0,5163.0,
01089,2016,6265.0,158548.0,
01091,2016,407.0,6404.0,
01093,2016,453.0,7548.0,
01095,2016,1471.0,30917.0,
01097,2016,6467.0,150910.0,
01099,2016,345.0,5389.0,
01101,2016,4208.0,102454.0,
01103,2016,2136.0,43271.0,
01105,2016,106.0,1559.0,
01107,2016,219.0,2500.0,
01109,2016,551.0,11118.0,
01111,2016,297.0,3997.0,
01113,2016,649.0,10617.0,
01115,2016,1132.0,17844.0,
01117,2016,4190.0,88803.0,
01119,2016,162.0,2974.0,
01121,2016,981.0,23485.0,
01123,2016,630.0,10714.0,
01125,2016,3348.0,80117.0,
01127,2016,1010.0,14856.0,
01129,2016,162.0,2254.0,
01131,2016,146.0,1544.0,
01133,2016,359.0,6420.0,
01999,2016,327.0,61062.0,
02013,2016,32.0,1070.0,
02016,2016,91.0,5025.0,
02020,2016,6319.0,144680.0,
02050,2016,151.0,3205.0,
02060,2016,54.0,404.0,
02063,2016,215.0,2162.0,
02066,2016,87.0,607.0,
02068,2016,55.0,445.0,
02070,2016,71.0,1253.0,
02090,2016,1856.0,27548.0,
02100,2016,95.0,605.0,
02105,2016,48.0,199.0,
02110,2016,887.0,11514.0,
02122,2016,1510.0,16078.0,
02130,2016,476.0,5119.0,
02150,2016,344.0,5483.0,
02158,2016,45.0,686.0,
02164,2016,40.0,248.0,
02170,2016,1722.0,18696.0,
02180,2016,122.0,2082.0,
02185,2016,97.0,5838.0,
02188,2016,61.0,1439.0,
02195,2016,124.0,948.0,
02198,2016,95.0,1015.0,
02220,2016,290.0,2964.0,
02230,2016,61.0,362.0,
02240,2016,143.0,1232.0,
02275,2016,71.0,596.0,
02282,2016,19.0,164.0,
02290,2016,70.0,525.0,
02999,2016,96.0,2882.0,
04001,2016,343.0,6471.0,
04003,2016,1696.0,25947.0,
04005,2016,2830.0,51241.0,
04007,2016,837.0,12212.0,
04009,2016,417.0,6074.0,
04011,2016,73.0,3743.0,
04012,2016,298.0,4067.0,
04013,2016,61163.0,1632722.0,
04015,2016,2933.0,42137.0,
04017,2016,1353.0,19218.0,
04019,2016,14192.0,315135.0,
04021,2016,2714.0,51610.0,
04023,2016,1005.0,11389.0,
04025,2016,4792.0,62254.0,
04027,2016,2276.0,42971.0,
04999,2016,390.0,112653.0,
05001,2016,430.0,8817.0,
05003,2016,330.0,5759.0,
05005,2016,902.0,13110.0,
05007,2016,4083.0,116083.0,
05009,2016,757.0,12438.0,
05011,2016,222.0,2829.0,
05013,2016,71.0,732.0,
05015,2016,573.0,8986.0,
05017,2016,177.0,1861.0,
05019,2016,438.0,7017.0,
05021,2016,244.0,2514.0,
05023,2016,498.0,5602.0,
05025,2016,72.0,604.0,
05027,2016,471.0,7117.0,
05029,2016,363.0,4757.0,
05031,2016,1983.0,42317.0,
05033,2016,877.0,13920.0,
05035,2016,707.0,13986.0,
05037,2016,295.0,3561.0,
05039,2016,175.0,2447.0,
05041,2016,254.0,3561.0,
05043,2016,345.0,4670.0,
05045,2016,2058.0,35974.0,
05047,2016,251.0,3482.0,
05049,2016,146.0,1739.0,
05051,2016,2239.0,33494.0,
05053,2016,236.0,3379.0,
05055,2016,689.0,14307.0,
05057,2016,342.0,6869.0,
05059,2016,428.0,6129.0,
05061,2016,252.0,5849.0,
05063,2016,681.0,13514.0,
05065,2016,185.0,1979.0,
05067,2016,276.0,4339.0,
05069,2016,1077.0,20399.0,
05071,2016,341.0,7568.0,
05073,2016,88.0,644.0,
05075,2016,232.0,3006.0,
05077,2016,120.0,906.0,
05079,2016,135.0,1464.0,
05081,2016,151.0,2662.0,
05083,2016,305.0,3934.0,
05085,2016,852.0,11475.0,
05087,2016,173.0,2434.0,
05089,2016,181.0,2862.0,
05091,2016,690.0,12398.0,
05093,2016,640.0,16072.0,
05095,2016,155.0,1715.0,
05097,2016,118.0,796.0,
05099,2016,106.0,1423.0,
05101,2016,71.0,651.0,
05103,2016,422.0,7314.0,
05105,2016,86.0,633.0,
05107,2016,321.0,3902.0,
05109,2016,163.0,1686.0,
05111,2016,307.0,3493.0,
05113,2016,390.0,4951.0,
05115,2016,1252.0,23211.0,
05117,2016,133.0,897.0,
05119,2016,9000.0,205064.0,
05121,2016,276.0,3337.0,
05123,2016,377.0,5555.0,
05125,2016,1577.0,21735.0,
05127,2016,126.0,2120.0,
05129,2016,107.0,1082.0,
05131,2016,2628.0,63388.0,
05133,2016,228.0,4132.0,
05135,2016,278.0,2367.0,
05137,2016,209.0,1923.0,
05139,2016,940.0,16431.0,
05141,2016,275.0,3511.0,
05143,2016,4159.0,87551.0,
05145,2016,1281.0,22911.0,
05147,2016,109.0,1160.0,
05149,2016,254.0,4855.0,
05999,2016,245.0,24271.0,
06001,2016,30028.0,655214.0,
06003,2016,26.0,145.0,
06005,2016,730.0,8795.0,
06007,2016,3743.0,61028.0,
06009,2016,755.0,6325.0,
06011,2016,319.0,4139.0,
06013,2016,17703.0,327663.0,
06015,2016,342.0,4137.0,
06017,2016,3560.0,44393.0,
06019,2016,12542.0,257971.0,
06021,2016,392.0,4948.0,
06023,2016,2523.0,34135.0,
06025,2016,1961.0,33242.0,
06027,2016,442.0,5109.0,
06029,2016,9477.0,191106.0,
06031,2016,1310.0,24092.0,
06033,2016,885.0,9509.0,
06035,2016,340.0,3694.0,
06037,2016,191790.0,3814894.0,
06039,2016,1632.0,27343.0,
06041,2016,8003.0,100193.0,
06043,2016,271.0,3102.0,
06045,2016,2021.0,22999.0,
06047,2016,2386.0,43280.0,
06049,2016,136.0,1262.0,
06051,2016,455.0,6452.0,
06053,2016,6865.0,109555.0,
06055,2016,3553.0,61465.0,
06057,2016,2493.0,27043.0,
06059,2016,70866.0,1475903.0,
06061,2016,8150.0,143503.0,
06063,2016,441.0,3580.0,
06065,2016,27670.0,574806.0,
06067,2016,21135.0,464345.0,
06069,2016,879.0,11625.0,
06071,2016,25498.0,578657.0,
06073,2016,60390.0,1269534.0,
06075,2016,25657.0,602451.0,
06077,2016,8622.0,178181.0,
06079,2016,6682.0,90588.0,
06081,2016,16433.0,365006.0,
06083,2016,9203.0,146755.0,
06085,2016,35646.0,983425.0,
06087,2016,5611.0,76430.0,
06089,2016,3337.0,48915.0,
06091,2016,53.0,217.0,
06093,2016,848.0,8364.0,
06095,2016,5424.0,114402.0,
06097,2016,11143.0,165288.0,
06099,2016,6784.0,137828.0,
06101,2016,1441.0,22263.0,
06103,2016,819.0,12644.0,
06105,2016,208.0,1591.0,
06107,2016,4898.0,93079.0,
06109,2016,1080.0,12505.0,
06111,2016,16106.0,258423.0,
06113,2016,3244.0,63642.0,
06115,2016,667.0,9796.0,
06999,2016,620.0,540846.0,
08001,2016,7195.0,167728.0,
08003,2016,415.0,5812.0,
08005,2016,13617.0,296379.0,
08007,2016,416.0,3587.0,
08009,2016,66.0,520.0,
08011,2016,51.0,582.0,
08013,2016,9480.0,147651.0,
08014,2016,1686.0,41331.0,
08015,2016,761.0,6019.0,
08017,2016,52.0,366.0,
08019,2016,272.0,3011.0,
08021,2016,99.0,741.0,
08023,2016,37.0,277.0,
08025,2016,30.0,573.0,
08027,2016,117.0,606.0,
08029,2016,674.0,6623.0,
08031,2016,18407.0,440594.0,
08033,2016,42.0,259.0,
08035,2016,6526.0,101491.0,
08037,2016,2510.0,32020.0,
08039,2016,503.0,2661.0,
08041,2016,12199.0,234055.0,
08043,2016,758.0,7785.0,
08045,2016,1891.0,20152.0,
08047,2016,107.0,4725.0,
08049,2016,731.0,8671.0,
08051,2016,881.0,5551.0,
08053,2016,50.0,142.0,
08055,2016,132.0,1104.0,
08057,2016,65.0,276.0,
08059,2016,12902.0,196211.0,
08061,2016,32.0,228.0,
08063,2016,233.0,2140.0,
08065,2016,179.0,1240.0,
08067,2016,1960.0,21669.0,
08069,2016,8251.0,120852.0,
08071,2016,334.0,3093.0,
08073,2016,116.0,1187.0,
08075,2016,511.0,5367.0,
08077,2016,3592.0,52093.0,
08079,2016,57.0,219.0,
08081,2016,346.0,3215.0,
08083,2016,663.0,7055.0,
08085,2016,1073.0,12163.0,
08087,2016,576.0,8777.0,
08089,2016,356.0,4187.0,
08091,2016,214.0,1156.0,
08093,2016,347.0,1377.0,
08095,2016,112.0,1184.0,
08097,2016,1155.0,17351.0,
08099,2016,301.0,2981.0,
08101,2016,2503.0,50239.0,
08103,2016,186.0,1754.0,
08105,2016,281.0,2615.0,
08107,2016,1338.0,14381.0,
08109,2016,104.0,913.0,
08111,2016,47.0,272.0,
08113,2016,485.0,5066.0,
08115,2016,65.0,479.0,
08117,2016,1593.0,20171.0,
08119,2016,585.0,5728.0,
08121,2016,101.0,534.0,
08123,2016,4904.0,85542.0,
08125,2016,289.0,2277.0,
08999,2016,418.0,58988.0,
09110,2016,17365.0,473550.0,
09120,2016,5410.0,108451.0,
09130,2016,3613.0,65562.0,
09140,2016,7199.0,147876.0,
09150,2016,1384.0,23255.0,
09160,2016,2453.0,32253.0,
