event_time,coef,se,lower_95,upper_95
-2,-13.204341094588255,4.9023890033979,-22.81302354124814,-3.5956586479283708
-1,-6.180835611540488,3.408741819769823,-12.86196957828934,0.5002983552083657
1,1.9051274552460882,2.949729487706953,-3.87634234065954,7.686597251151716
2,1.7232423176301033,3.3560312621032415,-4.85457895609225,8.301063591352456
